"","X.1","X","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final"
"400034",400034,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,17,41,19,23,0.214132923593897,0.675132283431924,1,0.347322109091441,0.0331906921633232,NA,17,41,19,23,0.214132923593897,0.675132283431924,1,0.347322109091441,0.0331906921633232,0.763106103579979
"400036",400036,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,19,39,17,25,0.346952838895822,0.504280298211898,1,0.781624925843141,0.185635677388517,NA,19,39,17,25,0.346952838895822,0.504280298211898,1,0.781624925843141,0.185635677388517,0.950383487341518
"400038",400038,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,29,15,27,0.927169945822511,0.104244199431872,0.441051874993447,0.424574338960532,0.983522463967085,NA,29,29,15,27,0.927169945822511,0.104244199431872,0.441051874993447,0.424574338960532,0.983522463967085,0.940827796376612
"400039",400039,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,26,32,13,29,0.896912032254504,0.117064617303341,0.522946895994494,0.455416727727976,0.932469831733482,NA,26,32,13,29,0.896912032254504,0.117064617303341,0.522946895994494,0.455416727727976,0.932469831733482,0.800010800075628
"400042",400042,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,19,39,18,24,0.31126106577349,0.547653955043114,1,0.663530520833185,0.127295985312091,NA,19,39,18,24,0.31126106577349,0.547653955043114,1,0.663530520833185,0.127295985312091,0.878030523687226
"400043",400043,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,24,34,17,25,0.523283122445202,0.299051315482619,1,0.975800914605042,0.596569195017804,NA,24,34,17,25,0.523283122445202,0.299051315482619,1,0.975800914605042,0.596569195017804,0.98197710055976
"400044",400044,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,22,36,14,28,0.571902565848399,0.255298320454056,1,0.916019941613595,0.700522226466227,NA,22,36,14,28,0.571902565848399,0.255298320454056,1,0.916019941613595,0.700522226466227,0.896567760306926
"400045",400045,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,26,32,10,32,0.957439396142581,0.0591841901556508,0.537639471622739,0.138330438425274,0.600690966802535,NA,26,32,10,32,0.957439396142581,0.0591841901556508,0.537639471622739,0.138330438425274,0.600690966802535,0.514156472709125
"400046",400046,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,23,35,14,28,0.606191240438452,0.222548548298206,1,0.841811253806558,0.791293917417202,NA,23,35,14,28,0.606191240438452,0.222548548298206,1,0.841811253806558,0.791293917417202,0.892586339632873
"400047",400047,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,28,30,17,25,0.726854483771771,0.175214891745862,0.811671150193253,0.741063019742236,0.929391869548983,NA,28,30,17,25,0.726854483771771,0.175214891745862,0.811671150193253,0.741063019742236,0.929391869548983,0.972332824097016
"400048",400048,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,20,38,18,24,0.345566779830815,0.503602589410598,1,0.751580720071079,0.175231554250759,NA,20,38,18,24,0.345566779830815,0.503602589410598,1,0.751580720071079,0.175231554250759,0.900551711104559
"400049",400049,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,25,33,18,24,0.519569462747916,0.301544876171331,1,0.952170687605777,0.572419418805629,NA,25,33,18,24,0.519569462747916,0.301544876171331,1,0.952170687605777,0.572419418805629,0.923255158531062
"400051",400051,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,16,42,19,23,0.18439310466601,0.716159754820762,1,0.27354024662414,0.0207874824282068,NA,16,42,19,23,0.18439310466601,0.716159754820762,1,0.27354024662414,0.0207874824282068,0.736885636322951
"400052",400052,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,20,38,12,30,0.585188291942671,0.247654636159366,1,0.798462003068219,0.658824762081508,NA,20,38,12,30,0.585188291942671,0.247654636159366,1,0.798462003068219,0.658824762081508,0.723978788096504
"400053",400053,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,14,44,16,26,0.209793938275303,0.69051639666701,1,0.401773813323144,0.0382442789405461,NA,14,44,16,26,0.209793938275303,0.69051639666701,1,0.401773813323144,0.0382442789405461,0.888608153531683
"400055",400055,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,22,36,16,26,0.492068887998997,0.334166896633261,1,1.00002750386382,0.510596222391226,NA,22,36,16,26,0.492068887998997,0.334166896633261,1,1.00002750386382,0.510596222391226,0.999997924178541
"400056",400056,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,25,33,20,22,0.444158693588171,0.381251360334637,1,0.827054951931194,0.336363889378827,NA,25,33,20,22,0.444158693588171,0.381251360334637,1,0.827054951931194,0.336363889378827,0.753522788199936
"400059",400059,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,28,30,12,30,0.961464533839691,0.0656194398395462,0.448160301892247,0.200274575603621,0.752114273711374,NA,28,30,12,30,0.961464533839691,0.0656194398395462,0.448160301892247,0.200274575603621,0.752114273711374,0.697258543691076
"400061",400061,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,24,34,21,21,0.373683190157804,0.463293011931286,1,0.656466945495365,0.183510299602735,NA,24,34,21,21,0.373683190157804,0.463293011931286,1,0.656466945495365,0.183510299602735,0.652645983836648
"400063",400063,41,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,25,33,16,26,0.595849985764547,0.229067300146545,1,0.896959262257853,0.807363820547938,NA,25,33,16,26,0.595849985764547,0.229067300146545,1,0.896959262257853,0.807363820547938,0.994439044207025
"400068",400068,42,0.45,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,26,20,22,0.772258875025683,0.158486337544782,0.747482506608341,0.576837146294171,0.82935463968583,NA,32,26,20,22,0.772258875025683,0.158486337544782,0.747482506608341,0.576837146294171,0.82935463968583,0.7511358771893
"400069",400069,42,0.45,0.39,2,1,4,0,10,0.5,0.05,100,70,66,28,30,21,21,0.508622782851102,0.310119158792182,1,0.776083107062279,0.440767111975436,NA,28,30,21,21,0.508622782851102,0.310119158792182,1,0.776083107062279,0.440767111975436,0.66689448387999
"400070",400070,42,0.45,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,29,16,26,0.881076874127112,0.126113372723968,0.538512673442045,0.538520458964014,1.00000778552197,NA,29,29,16,26,0.881076874127112,0.126113372723968,0.538512673442045,0.538520458964014,1.00000778552197,0.986118281093964
