"","X.1","X","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final"
"403256",403256,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,33,14,13,18,0.975860646248179,0.0259024827016509,0.669549117087896,0.0376583520590908,0.368109234971195,NA,33,16,13,19,0.976335408050425,0.0305285971012392,0.599499804737721,0.054832701929837,0.455332897192116,NA
"403257",403257,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,34,14,5,19,0.976053501511452,0.00541290825491203,0.988353823052481,0.000464335590326994,0.0121105125378459,NA,35,15,6,19,0.975100811835547,0.00691180982766837,0.97301767283033,0.00123432274978877,0.028216649919459,NA
"403260",403260,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,10,10,21,0.977881470105992,0.0067932715136283,0.963341608588273,0.00174994315900542,0.0384083345707328,NA,32,11,10,22,0.979839642299162,0.00633170431102914,0.963978720398624,0.00160073170031956,0.0376220113016961,NA
"403263",403263,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,34,15,9,20,0.97700117902851,0.011414293918603,0.89679118081017,0.006763236577865,0.109972055767695,NA,35,15,9,22,0.980435816235024,0.00760021773635133,0.943245133731506,0.0029344361736561,0.0596893024421502,NA
"403265",403265,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,18,14,25,0.977021749893643,0.0347860832099535,0.54053784217722,0.0732788676331505,0.532741025455931,NA,30,19,14,26,0.979012881801578,0.0320256553183873,0.553445797549038,0.0646389484829117,0.511193150933874,NA
"403268",403268,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,40,16,21,21,0.977994742567896,0.0330948115013848,0.581190214664873,0.0622762869595068,0.481086072294633,NA,42,16,21,21,0.980623754788087,0.0279482064244615,0.619052107918623,0.0490532670877577,0.430001159169135,NA
"403270",403270,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,25,12,26,0.975491008328002,0.0429517507736554,0.480055935007329,0.106762924543938,0.626706989536608,NA,32,26,12,27,0.977215643199329,0.0388254578648407,0.507683639421685,0.0887374405196143,0.581053801097929,NA
"403272",403272,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,33,15,9,21,0.977130565270932,0.0110456276180095,0.902347472009016,0.006104744757523,0.103757272748507,NA,34,15,9,23,0.980500904829828,0.00738037028895344,0.946671870982624,0.00274516730834629,0.0560732963257225,NA
"403274",403274,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,12,11,20,0.976396193769247,0.0132536340857988,0.866178572470625,0.00882313928477741,0.142644566814152,NA,31,12,12,22,0.978329944419745,0.011705423496945,0.881138530931808,0.00760727903871312,0.126468748106905,NA
"403276",403276,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,35,17,9,19,0.976088054750651,0.0159302231880921,0.828198388055142,0.0138882754684227,0.185689887413281,NA,36,17,10,20,0.979160445372305,0.0147400893041383,0.82433284465469,0.0130703391518953,0.188737494497206,NA
"403278",403278,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,12,5,23,0.982714525058828,0.0034279295950429,0.996712780367034,0.000114465735316615,0.0034016853682829,NA,30,12,6,25,0.98478436338315,0.00315910674714703,0.995885004076515,0.000142041941492199,0.0042570378649767,NA
"403279",403279,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,24,9,27,0.977478919627936,0.0184115397702483,0.788396274597262,0.0189347020454532,0.230538427448191,NA,32,25,11,27,0.978109150399747,0.0296389814687683,0.609702479705627,0.0529980753647187,0.443295595659091,NA
"403280",403280,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,13,15,22,0.977098423330465,0.0233231413677595,0.695891388936776,0.0318345498017368,0.335943160864961,NA,30,15,15,23,0.977110160453205,0.028684579606071,0.618031859148707,0.0484191342673396,0.430387275118633,NA
"403282",403282,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,33,18,10,21,0.977042881270424,0.0199722574711897,0.752945756720803,0.0234480981074293,0.270502341386627,NA,34,18,10,23,0.979363465763349,0.0137991224809487,0.842081960298703,0.0115662762991099,0.169484316000407,NA
"403283",403283,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,16,10,22,0.976995405353965,0.0147644683260642,0.84096080059256,0.0119191683760771,0.170958367783517,NA,34,16,10,23,0.980405923496352,0.0103102827160472,0.896250671359055,0.00600160027392165,0.109750928914866,NA
"403285",403285,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,38,14,16,18,0.9786336283174,0.0240460450456547,0.681791324608844,0.0345470686446136,0.35275574403577,NA,39,15,16,19,0.981049990347015,0.0224435690321597,0.677788236815659,0.0332776253194591,0.3554893885038,NA
"403286",403286,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,35,21,16,22,0.975172688321038,0.0498791711143154,0.417594416580617,0.143807372099733,0.726212955519116,NA,35,21,18,23,0.971534133876699,0.0568207788396065,0.40788799108729,0.176443157548149,0.76855516646086,NA
"403288",403288,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,10,10,18,0.975119019609856,0.00937709099258233,0.93552816197149,0.00366185375173664,0.0681336917802466,NA,32,11,11,19,0.976599719500702,0.0113447561017948,0.897190190042066,0.00649125405703804,0.109301064014972,NA
"403290",403290,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,39,12,14,15,0.977298942035521,0.0194666344453194,0.767028852783584,0.0208503716932077,0.253821518909624,NA,40,12,14,17,0.982293655516197,0.0126880853146786,0.838344725571504,0.0112725343022028,0.172927808730699,NA
"403295",403295,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,11,11,18,0.975152314974667,0.0131248094526445,0.876857405332437,0.00871101565743634,0.131853610324999,NA,33,12,11,19,0.976901677820493,0.0122228036671379,0.882248285489172,0.00789322050129225,0.12564493501212,NA
"403296",403296,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,33,22,8,23,0.975012764505259,0.0176353563084508,0.815096800436606,0.0158686055282917,0.200771805091686,NA,34,22,10,23,0.977786447918653,0.0229031752846823,0.704473632138092,0.0323922304894315,0.327918598351339,NA
"403300",403300,90,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,35,16,18,21,0.976421938447582,0.0366226677853982,0.538368020971465,0.0755059071605267,0.537137886189062,NA,36,17,18,22,0.978684944045472,0.0343509161390483,0.539393273962115,0.0727570693652412,0.533363795403127,NA
"403328",403328,91,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,22,36,9,33,0.90127726817867,0.0986210948891726,0.616044638780481,0.248418186219294,0.632373547438813,NA,22,36,9,33,0.90127726817867,0.0986210948891726,0.616044638780481,0.248418186219294,0.632373547438813,NA
"403332",403332,91,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,19,39,22,20,0.187286862061819,0.706165406802288,1,0.197122045240776,0.0147599974202927,NA,19,39,22,20,0.187286862061819,0.706165406802288,1,0.197122045240776,0.0147599974202927,NA
"403374",403374,92,0.45,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,24,11,27,0.975632493511645,0.033193612739798,0.590792927500323,0.0642926898263333,0.47349976232601,NA,30,26,12,27,0.972832185152481,0.0478344772631323,0.467314660951595,0.126137697035955,0.65882303608436,NA
"403436",403436,93,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,28,24,9,31,0.975261173045389,0.0195215907594553,0.797525549105598,0.0189959800552618,0.221470430949664,NA,29,25,9,32,0.977390868884625,0.0171929267497607,0.817992942220654,0.0157571887407853,0.197764246520132,NA
"403446",403446,93,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,27,6,32,0.976149772654002,0.0104496762993584,0.933226737580128,0.00416493745244231,0.0709381998723145,NA,30,27,8,32,0.977548427523233,0.0149753861435817,0.854579487548403,0.0115058908008471,0.156926403252445,NA
"403476",403476,93,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,33,16,16,21,0.977193523803302,0.0348883811123168,0.539751855674068,0.0702941927542631,0.530542337080195,NA,35,16,16,22,0.980415829399533,0.0254535075496607,0.633297238077643,0.0437698444495274,0.410472606371884,NA
"403479",403479,93,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,20,13,23,0.975574074088846,0.0430884653878746,0.46355654204182,0.107798879408541,0.644242337366722,NA,30,21,13,25,0.975954101040714,0.039472687693896,0.503937005097842,0.0923643856401118,0.58842738054227,NA
"403482",403482,93,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,23,35,25,17,0.211488065444913,0.669025595616087,1,0.150401490436997,0.0134931616887287,NA,23,35,25,17,0.211488065444913,0.669025595616087,1,0.150401490436997,0.0134931616887287,NA
"403496",403496,93,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,26,10,27,0.975389966319775,0.0307948660679852,0.628296879632523,0.0522495128667887,0.423952633234266,NA,31,26,10,30,0.977737805803892,0.0224375398546696,0.729505554762581,0.0296556691142404,0.300150114351659,NA
"403505",403505,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,23,13,25,0.976226768380113,0.0445904580039865,0.449968081343037,0.115054572674082,0.665086491331045,NA,33,23,14,25,0.977915784993908,0.0420982610942063,0.457704455194755,0.111595596695484,0.653891141500729,NA
"403509",403509,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,17,13,23,0.975933959159373,0.0328343780434344,0.573397914769187,0.0625395636965924,0.489141648927405,NA,31,18,13,23,0.977953930382173,0.0303192471873224,0.585679284287879,0.0555933641535969,0.469914079865718,NA
"403510",403510,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,14,15,21,0.975609108663335,0.0308185549482416,0.602941737160243,0.0539796582523823,0.451037921092139,NA,33,14,15,21,0.979201347104875,0.0226184913933105,0.687080285201141,0.0325978801052114,0.345517594904071,NA
"403513",403513,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,22,8,26,0.976724370245138,0.0135039392986938,0.872409705874951,0.00941597059125311,0.137006264716302,NA,32,22,10,27,0.979246548435568,0.0176392005430249,0.781281916132154,0.0194662791757731,0.238184363043619,NA
"403514",403514,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,34,19,16,23,0.978827718677778,0.0381165191975438,0.485702914543035,0.090283858906045,0.60458094436301,NA,35,19,16,25,0.98283785103895,0.0274973608215585,0.568753680214124,0.0537113488430965,0.484957668628972,NA
"403523",403523,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,15,7,24,0.975189060428999,0.00726144768436321,0.969372433421511,0.00152775919800403,0.0321553257764931,NA,30,16,7,26,0.977592050318187,0.0064461498165963,0.973703058085544,0.00121498735987686,0.0275119292743333,NA
"403525",403525,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,34,18,7,23,0.977197199413314,0.00784055120723792,0.955411014933663,0.00235844589132423,0.0469474309576616,NA,34,19,8,24,0.978545176414487,0.00955902865810287,0.923292476877466,0.00440307554243585,0.0811105986649694,NA
"403527",403527,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,26,13,28,0.976181322001138,0.0456091626706138,0.45174308101179,0.122394099435278,0.670651018423488,NA,32,26,13,29,0.978987500667905,0.0372504822414667,0.507007011500912,0.0873709453683967,0.580363933867485,NA
"403532",403532,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,21,12,26,0.976294879759255,0.0343860675726085,0.559381067768273,0.066836466650333,0.50745539888206,NA,31,21,13,26,0.978338211352501,0.0319890716303456,0.567569573046038,0.064272204920262,0.496702631874224,NA
"403534",403534,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,19,12,24,0.975412739517331,0.0332062886221836,0.578644845656,0.0620905084042104,0.48344566274821,NA,31,20,12,24,0.97717017523805,0.0302700062764056,0.600193656279751,0.0553157887230921,0.455122132443341,NA
"403537",403537,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,20,10,25,0.975332543853287,0.0246725933635764,0.700799600433329,0.0333771801848097,0.332577579751481,NA,29,22,10,26,0.974070303108009,0.0279652074447827,0.672473623820588,0.0420727199707606,0.369599096150172,NA
"403539",403539,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,33,21,16,24,0.976664585817641,0.0482480518092829,0.41286177398195,0.143662731749186,0.730800957767236,NA,34,22,17,24,0.973453865849143,0.0558846896486096,0.392333701569029,0.180173256655811,0.787839555086782,NA
"403542",403542,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,19,15,24,0.975856129938469,0.0447453229245146,0.446967300411689,0.120219116691211,0.673251816279521,NA,32,20,15,24,0.977970379071008,0.0414725562907892,0.457475802433709,0.104080899399689,0.64660509696598,NA
"403548",403548,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,13,13,18,0.975234907772143,0.0243228072621068,0.6980293671181,0.0330972554780166,0.335067888359916,NA,33,13,13,20,0.978602758448286,0.016775072132868,0.790729367457701,0.0177337988669727,0.227004431409272,NA
"403550",403550,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,14,8,22,0.976963424193705,0.00769474743230059,0.955670488951075,0.00212905262981787,0.0464585636787432,NA,33,15,8,23,0.978844657126047,0.00692069054121547,0.961014762508404,0.00196470693693074,0.0409499444285269,NA
"403551",403551,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,21,10,24,0.976343480743075,0.0248220052563973,0.688668719521299,0.0349995642655159,0.346330844744216,NA,32,22,10,25,0.977365318436597,0.0222740786634809,0.721361469713725,0.0288175870265435,0.307456117312819,NA
"403553",403553,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,28,19,11,28,0.976598308826198,0.0210751318081357,0.74752039017935,0.0253014008316641,0.277781010652314,NA,30,19,12,28,0.979662217480434,0.0192672391368219,0.745562888560553,0.0234226431282746,0.277859754567722,NA
"403555",403555,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,34,12,10,18,0.976902695538124,0.0110033834447489,0.90215016338672,0.00585419202127144,0.103704028634552,NA,34,14,10,19,0.976703925137582,0.0132766496324318,0.866848151322119,0.00961845354370948,0.14277030222159,NA
"403558",403558,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,16,14,22,0.976582256325313,0.0327225071714639,0.566832308702648,0.0629468588673027,0.496114550164655,NA,32,16,15,22,0.977834578389948,0.0302615592751756,0.589941582058911,0.0570190133476337,0.467077431288722,NA
"403561",403561,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,16,10,24,0.976102165570244,0.0144765933436066,0.853603234131384,0.0111294221384176,0.157526188007034,NA,31,18,10,24,0.977312886319104,0.0170195737518811,0.802257157055241,0.0162305103232674,0.213973353268027,NA
"403564",403564,94,0.57,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,15,12,19,0.975932462520626,0.025418907635563,0.673945739849868,0.0362444676542943,0.362298727804427,NA,33,17,12,19,0.975900573486104,0.0305314003614351,0.603569989327109,0.0543510925813551,0.450781103254246,NA
"403565",403565,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,38,14,16,18,0.9786336283174,0.0240460450456547,0.681791324608844,0.0345470686446136,0.35275574403577,NA,40,14,17,18,0.979565689432232,0.022876212096181,0.695414012472766,0.0312816884307589,0.335867675957992,NA
"403567",403567,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,13,12,21,0.975779082370342,0.0178124667917104,0.79564833557251,0.0180471281996354,0.222398792627125,NA,32,13,12,22,0.979052338577706,0.01243615198848,0.864268851261204,0.00930385363845855,0.145035002377254,NA
"403568",403568,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,18,14,23,0.97742015760748,0.0347191015875477,0.536143349794391,0.0737132048948433,0.537569855100452,NA,34,18,14,23,0.980525086845411,0.0255542971662854,0.627208477631449,0.0448973564010263,0.417688878769578,NA
"403572",403572,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,33,12,6,19,0.976560203933076,0.00533837198415266,0.987623643565714,0.000506541714174321,0.0128828981484605,NA,33,14,7,19,0.972750944653351,0.00892481718315852,0.953722664320954,0.00256714064475011,0.0488444763237957,NA
"403574",403574,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,16,14,20,0.975721166788411,0.0337690987488857,0.565845034401939,0.0662897017200842,0.500444667318146,NA,32,17,15,21,0.976061593660174,0.0390905940505157,0.501303085623366,0.0866384811955443,0.585335395572179,NA
"403575",403575,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,34,19,12,19,0.975286868518046,0.0359550196876844,0.544521064336065,0.0742118609871473,0.529690796651082,NA,34,20,13,20,0.975362447962786,0.0412198298918116,0.487764910712068,0.0990227067768013,0.611257796064733,NA
"403579",403579,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,36,8,5,21,0.99576351625509,0.000916159909068459,0.999781502603701,5.79897442990643e-06,0.000224296370729079,NA,37,8,6,22,0.996471676338529,0.000801084049990131,0.999706584574895,7.4089581217362e-06,0.000300824383226462,NA
"403583",403583,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,35,10,13,16,0.977054679739546,0.0140948059792663,0.851276965630846,0.0105146263369686,0.159237660706122,NA,37,10,14,16,0.979251624062225,0.0132187850539826,0.852633796308247,0.00990885765624078,0.157275061347994,NA
"403585",403585,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,34,11,8,17,0.975444088184866,0.00786274831060518,0.956828340522654,0.00210951592023687,0.0452811753975831,NA,34,11,9,19,0.978673507922459,0.00667520422503887,0.962999820550218,0.00175382575959846,0.0387540052093802,NA
"403587",403587,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,35,17,16,20,0.976115279856719,0.0377852405251622,0.523369254628384,0.0823332901663921,0.558964035538008,NA,36,18,17,20,0.973970608404167,0.0447417319563587,0.480333208636706,0.106703453052185,0.626370244415479,NA
"403588",403588,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,18,11,22,0.97632893150527,0.0254136138020408,0.673877029393206,0.0369744089656644,0.363097379572458,NA,31,20,12,22,0.975280714305671,0.0377404336330736,0.52478349679738,0.0813077549061544,0.556524258108774,NA
"403590",403590,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,15,10,22,0.975917816251913,0.014271109380811,0.856677096016219,0.0104753694882823,0.153798273472063,NA,33,15,11,22,0.979309625552621,0.0133108282408013,0.847833864912474,0.0104172394382207,0.162583374525746,NA
"403591",403591,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,14,4,21,0.977561288815417,0.00448929176717772,0.995202229163335,0.000175168405718498,0.00497293924238345,NA,33,14,5,21,0.979560399155144,0.00438844056725041,0.992671667330074,0.000261117798262422,0.00758945046818858,NA
"403592",403592,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,21,10,25,0.975228502293586,0.0247778153950744,0.703462010287942,0.0346537166134693,0.331191706325527,NA,30,21,11,27,0.977601520632784,0.0235624805608964,0.699541299664733,0.0335570537805772,0.334015754115844,NA
"403593",403593,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,36,11,6,17,0.980006264402033,0.00447998686320628,0.989582039276394,0.000349965657224444,0.0107679263808309,NA,37,12,6,18,0.98215496163204,0.0040290172759686,0.990582961292218,0.000308454451007401,0.00972549315878986,NA
"403594",403594,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,37,19,16,20,0.976198441833198,0.0415728675838318,0.485305391018967,0.0998256999702797,0.614520308951313,NA,38,20,16,21,0.978892204609247,0.0383688794303301,0.487600908204089,0.0913541162267312,0.603753208022642,NA
"403595",403595,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,18,8,25,0.976197697471423,0.0104376753944949,0.920992557919402,0.00487689507549261,0.0838843371560907,NA,33,19,8,25,0.978403369097893,0.00935500328130301,0.927409455217961,0.00420504616493513,0.0767955909469744,NA
"403601",403601,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,14,13,21,0.976165132655895,0.023961514222423,0.693560004063102,0.0333868811206584,0.339826877057556,NA,32,15,13,21,0.978033171126425,0.0226104202312424,0.697689326993036,0.0319890704797513,0.334299743486715,NA
"403607",403607,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,36,20,13,19,0.97637224981062,0.0392119648410861,0.49846375096508,0.0887011446278373,0.590237393662757,NA,36,20,13,22,0.980481668899489,0.0269000381710766,0.608892698951219,0.0485549907268953,0.439662291775676,NA
"403611",403611,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,35,18,17,22,0.977917861805572,0.0385112018934418,0.496048992089494,0.0888987018896532,0.592849709800159,NA,37,18,17,23,0.982177455868232,0.0283552412496426,0.569343941303997,0.0566853553147326,0.487341414010736,NA
"403613",403613,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,35,15,15,19,0.977352357391631,0.0283443576839695,0.625579682559819,0.0470647284283827,0.421485045868564,NA,37,15,16,19,0.978709301882193,0.0267999461107193,0.637018615918561,0.0447000134483949,0.407681397529833,NA
"403614",403614,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,34,20,15,21,0.975199225024555,0.0477051832935158,0.430312175281143,0.128207287885894,0.697895112604751,NA,35,21,16,21,0.971645173594985,0.0556959365858967,0.407913940943684,0.169183677916212,0.761269736972527,NA
"403620",403620,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,21,13,23,0.975025616381225,0.0438081388644228,0.466578752103642,0.114600181306371,0.648021429202729,NA,31,21,15,24,0.974223630864404,0.0515068633193294,0.409330999440732,0.154391047171094,0.745060047730362,NA
"403624",403624,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,13,13,23,0.977199834355868,0.0180115056025721,0.779771294228906,0.0192461445442728,0.239474850315367,NA,30,14,14,23,0.978046147080948,0.021577146768931,0.71385844108758,0.0289425147901234,0.315084073702543,NA
"403625",403625,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,13,8,21,0.976614861655558,0.00755144153718124,0.958327509710487,0.00191483330124853,0.0435873235907611,NA,33,14,8,22,0.978718756682606,0.00681707643984364,0.962053806553009,0.00172893382957701,0.0396751272765676,NA
"403626",403626,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,37,18,18,21,0.976254257445828,0.0409284505414105,0.497372790332644,0.0950921701502934,0.597719379817649,NA,39,18,19,21,0.977074861483525,0.0388245975285252,0.51707789920338,0.0849440555173519,0.567866156313972,NA
"403627",403627,95,0.63,0.39,2,1,4,0,10,0.5,0.05,100,70,66,33,15,12,20,0.978033022647424,0.0201720467937797,0.73724185307978,0.0239190777860142,0.286677224706234,NA,34,15,14,20,0.978243573912153,0.0240162248925266,0.677069082833698,0.0363070348119905,0.359237951978293,NA
"403655",403655,96,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,16,42,10,32,0.529018945881887,0.316990239958398,1,0.722961962111149,0.425496187926421,NA,16,42,10,32,0.529018945881887,0.316990239958398,1,0.722961962111149,0.425496187926421,NA
"403665",403665,96,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,15,43,18,24,0.182560738549723,0.721359350133604,1,0.288668982448011,0.0218409114617931,NA,15,43,18,24,0.182560738549723,0.721359350133604,1,0.288668982448011,0.0218409114617931,NA
"403666",403666,96,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,12,46,15,27,0.174948459778418,0.743153872871481,1,0.313790739152582,0.0226821815209974,NA,12,46,15,27,0.174948459778418,0.743153872871481,1,0.313790739152582,0.0226821815209974,NA
"403670",403670,96,0.39,0.39,2,1,4,0,10,0.5,0.05,100,70,66,30,19,8,27,0.976213109246735,0.0105266599632753,0.921659822576645,0.00511567531753253,0.0834558527408871,NA,30,21,8,28,0.976372534240115,0.0120164575019565,0.89975603554517,0.00688699774733425,0.107130962202164,NA
"403706",403706,97,0.45,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,21,12,26,0.976294879759255,0.0343860675726085,0.559381067768273,0.066836466650333,0.50745539888206,NA,30,21,13,27,0.97798383919333,0.0322362846420992,0.569702194213439,0.0636016258322932,0.493899431618854,NA
"403719",403719,97,0.45,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,27,24,18,0.496312500130634,0.32232938041842,1,0.542429081525341,0.289701956193595,NA,31,27,24,18,0.496312500130634,0.32232938041842,1,0.542429081525341,0.289701956193595,NA
"403724",403724,97,0.45,0.39,2,1,4,0,10,0.5,0.05,100,70,66,36,20,15,21,0.978327047397701,0.0400643048302444,0.470054332442968,0.096796693601493,0.626742361158525,NA,36,20,15,24,0.982174473697746,0.0279912682911136,0.572385110634429,0.0565026968179432,0.484117586183514,NA
"403733",403733,97,0.45,0.39,2,1,4,0,10,0.5,0.05,100,70,66,34,19,13,20,0.977100101685014,0.0365294503480564,0.517394134849039,0.0798122351333148,0.562418100284275,NA,35,19,15,20,0.975617785126182,0.0434675965880913,0.46616763919405,0.106363197469673,0.640195558275622,NA
"403774",403774,98,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,33,19,8,22,0.975132244140272,0.0140218934847933,0.869104580045563,0.00946743027430972,0.140362850228746,NA,33,20,8,24,0.976740807913666,0.0121781241613992,0.890942777613364,0.00738597549576828,0.116443197882405,NA
"403781",403781,98,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,27,10,28,0.975502507601071,0.0306795745756715,0.63256672074666,0.0514090176528209,0.418842296906161,NA,31,27,10,31,0.978251960774799,0.0224571410396214,0.726543696926563,0.0301557261821461,0.303612029255583,NA
"403784",403784,98,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,22,8,27,0.97647345370488,0.0134734731923585,0.875544608628157,0.00896333737138341,0.133418728743226,NA,31,23,8,29,0.977898472614801,0.0119117726544166,0.89430755640284,0.00717680520491266,0.112869248802072,NA
"403799",403799,98,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,31,20,12,23,0.976582369811328,0.0337995091482645,0.558372161222628,0.0675981851778951,0.509226023955268,NA,33,20,12,24,0.979561854276878,0.0244856730808625,0.657187474364277,0.0388794459777392,0.381691971613462,NA
"403800",403800,98,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,21,8,28,0.975090698440562,0.0136850807360823,0.881427769665069,0.00873554631929941,0.12730777665423,NA,30,22,8,29,0.976911716941534,0.0120474580628841,0.897721147430574,0.00723469755929028,0.109513550128716,NA
"403801",403801,98,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,32,16,15,21,0.976626040323949,0.0340047544037656,0.55446970054453,0.0698391521216836,0.515369451577153,NA,32,18,15,22,0.976455998142846,0.039914546156831,0.489607963890316,0.0968424792674138,0.607234515377098,NA
"403821",403821,98,0.51,0.39,2,1,4,0,10,0.5,0.05,100,70,66,29,17,12,24,0.976766287822698,0.0256030218059473,0.665951989977126,0.0378944967876417,0.371942506810515,NA,31,17,13,24,0.978999643115475,0.0235909017170699,0.673938342930774,0.0356525231379969,0.361714180207223,NA
