"","X","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final","pm.skpt.f","pm.enth.f","pm.ni.f","pm.rd.f","pm.50.50.f","pm.skpt.enth.f","pm.skpt.enth.ni.f","pm.skpt.enth.ni.tilde.f","box.skpt.f","box.enth.f","box.ni.f","y1.IP.f","y1.PC.f","y0.IP.f","y0.PC.f"
"42",42,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,1,38,0.317256180001068,0.992483520288194,0.986700698886237,NA,0.0132993011137628,NA,1,52,1,38,0.317256180001068,0.992483520288194,0.986700698886237,NA,0.0132993011137628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,2,37,0.180594160271095,0.995006835164988,0.990723524454315,NA,0.00927647554568536,NA,1,52,2,37,0.180594160271095,0.995006835164988,0.990723524454315,NA,0.00927647554568536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,3,36,0.106227450067367,0.996581336130696,0.994330255705,NA,0.00566974429499992,NA,1,52,3,36,0.106227450067367,0.996581336130696,0.994330255705,NA,0.00566974429499992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,4,35,0.0645673958972921,0.997601116090107,0.996674239932964,NA,0.00332576006703584,NA,1,52,4,35,0.0645673958972921,0.997601116090107,0.996674239932964,NA,0.00332576006703584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,5,34,0.0404509293712572,0.998282294654332,0.998094982424518,NA,0.00190501757548236,NA,1,52,5,34,0.0404509293712572,0.998282294654332,0.998094982424518,NA,0.00190501757548236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,6,33,0.0260441941673354,0.998749296025678,0.998904637935074,NA,0.00109536206492648,NA,1,52,6,33,0.0260441941673354,0.998749296025678,0.998904637935074,NA,0.00109536206492648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,7,32,0.0171835530349244,0.99907660770387,0.999438277398236,NA,0.000561722601763547,NA,1,52,7,32,0.0171835530349244,0.99907660770387,0.999438277398236,NA,0.000561722601763547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,8,31,0.0115878571687333,0.999310379864051,0.999727632979686,NA,0.000272367020313527,NA,1,52,8,31,0.0115878571687333,0.999310379864051,0.999727632979686,NA,0.000272367020313527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,9,30,0.00796735268037199,0.999480127264301,0.99987115011308,NA,0.000128849886920048,NA,1,52,9,30,0.00796735268037199,0.999480127264301,0.99987115011308,NA,0.000128849886920048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,NA,NA,2,1,4,0,101,0.5,0.05,92,92,1,1,52,10,29,0.00557306994169877,0.999605080611511,0.999942546484571,NA,5.74535154288417e-05,NA,1,52,10,29,0.00557306994169877,0.999605080611511,0.999942546484571,NA,5.74535154288417e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
