"","X","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"5",1,0.960919948194518,0.960919948194518,0.960919948194518,0.960919948194518,0.960919948194518,0.960919948194518,0.960919948194518,0.960919948194518,0.960919948194518,14
"6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"12",1,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,20
"13",1,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,21
"14",1,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,22
"15",1,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,23
"16",1,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,0.973117506688551,24
"17",1,0.963762021987146,0.96385557683416,0.964697570457286,0.966100893162497,0.968439764337849,0.9707786355132,0.972181958218411,0.973023951841537,0.973117506688551,25
"18",1,0.956894975573156,0.956974657508597,0.957691794927574,0.958887023959202,0.960879072345248,0.962871120731294,0.964066349762922,0.964783487181899,0.96486316911734,26
"19",1,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,27
"20",1,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,28
"21",1,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,29
"22",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"23",1,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,0.973619835759947,30
"24",1,0.964176133790205,0.964176133790205,0.964176133790205,0.964176133790205,0.964176133790205,0.964176133790205,0.964176133790205,0.964176133790205,0.964176133790205,31
"25",1,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,32
"26",1,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,0.974496297000359,33
"27",1,0.967150002143948,0.967214482099975,0.967794801704216,0.968762001044618,0.970373999945288,0.971266268192183,0.97180162914032,0.972122845709202,0.972158536439078,34
"28",1,0.967150002143948,0.967214482099975,0.967794801704216,0.968762001044618,0.970373999945288,0.971266268192183,0.97180162914032,0.972122845709202,0.972158536439078,35
"29",1,0.967150002143948,0.967215719790807,0.967807178612538,0.968792943315422,0.970435884486896,0.971297210462987,0.971814006048642,0.972124083400035,0.972158536439078,36
"30",1,0.965388370349833,0.965574573284922,0.967250399700727,0.970043443727067,0.971876835645945,0.97233005206083,0.972638780179983,0.972824017051475,0.972844598926085,37
"31",1,0.959453432612142,0.959797380148147,0.962892907972186,0.968052121012252,0.97188147470252,0.972977162203466,0.973215776102751,0.973358944442322,0.973374852035608,38
"32",1,0.953250180634775,0.953589256827256,0.956640942559584,0.961727085446797,0.970203990258819,0.972569891008226,0.97398943145787,0.974841155727656,0.974935791757632,39
"33",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"34",1,0.963475756416431,0.963512867871748,0.9638468709696,0.964403542799353,0.965331329182274,0.966259115565196,0.966815787394949,0.967149790492801,0.967186901948118,40
"35",1,0.963475756416431,0.963564802699542,0.964366219247547,0.965701913494221,0.967928070572011,0.970154227649801,0.971489921896476,0.97229133844448,0.972380384727592,41
"36",1,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,42
"37",1,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,0.972380384727592,43
"38",1,0.9679677559734,0.968011882260941,0.968409018848819,0.969070913161947,0.970174070350496,0.971277227539044,0.971939121852172,0.97233625844005,0.972380384727592,44
"39",1,0.967152071576879,0.967174478271826,0.967376138526348,0.967712238950551,0.968272406324223,0.970326395525907,0.971558789046918,0.972298225159524,0.972380384727592,45
"40",1,0.961187591133175,0.96148581515536,0.964169831355027,0.967305732715928,0.968019561228648,0.971353390126749,0.97352395513211,0.974553168496177,0.974667525536629,46
"41",1,0.961187591133175,0.961450756133171,0.963819241133134,0.967766716133074,0.968272406324223,0.97194122009625,0.973577003360478,0.974558473319014,0.974667525536629,47
"42",1,0.961187591133175,0.961450756133171,0.963819241133134,0.967766716133074,0.968272406324223,0.97194122009625,0.973577003360478,0.974558473319014,0.974667525536629,48
"43",1,0.939712486757001,0.94078624197581,0.950450038945088,0.962345654988374,0.966793281343524,0.968145983776435,0.971469965930426,0.974347769576009,0.974667525536629,49
"44",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"45",1,0.939712486757001,0.942103568769813,0.963623306885121,0.968125626960427,0.969541705939595,0.972991206461103,0.974634057815723,0.974664178764539,0.974667525536629,50
"46",1,0.939712486757001,0.942369244549015,0.966280064677134,0.967089196336966,0.969517822096443,0.972222516989937,0.973266862996034,0.97452745928257,0.974667525536629,51
"47",1,0.952605518878726,0.952872470388676,0.955275033978221,0.960923062413205,0.963378462312245,0.970058281954367,0.972213226827536,0.973768369151733,0.97394116274331,52
"48",1,0.95965329453438,0.959870408789474,0.960708203261879,0.965418056412532,0.970267656869475,0.972656886608249,0.974678352849591,0.974688804111553,0.974688804111553,53
"49",1,0.95965329453438,0.95965329453438,0.960583784199068,0.961091702487653,0.969144452147336,0.972971211364246,0.974683598663645,0.974688804111553,0.974688804111553,54
"50",1,0.95965329453438,0.95965329453438,0.960583784199069,0.961091702487653,0.969144452147336,0.972971211364246,0.974683598663645,0.974688804111553,0.974688804111553,55
"51",1,0.95965329453438,0.95965329453438,0.960583784199068,0.961091702487653,0.968437988301945,0.972971211364246,0.974641013401963,0.974687705183662,0.974688804111553,56
"52",1,0.95965329453438,0.95965329453438,0.960583784199068,0.961091702487653,0.968437988301945,0.972971211364246,0.974641013401963,0.974687705183662,0.974688804111553,57
"53",1,0.959653294534381,0.959653294534381,0.959653294534381,0.960687171939589,0.967616327242775,0.973914185632239,0.974203049767747,0.974680410809066,0.974688804111553,58
"54",1,0.959653294534381,0.959653294534381,0.959653294534381,0.960687171939589,0.970136606925512,0.973914185632238,0.974275265801624,0.974680935390472,0.974688804111553,59
"55",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"56",1,0.959653294534381,0.959808376145162,0.960792328551037,0.967535796093973,0.972656886608249,0.973914185632238,0.974275265801624,0.974680935390472,0.974688804111553,60
"57",1,0.959653294534381,0.959808376145162,0.960792328551037,0.967535796093973,0.972656886608249,0.973914185632239,0.974275265801624,0.974680935390472,0.974688804111553,61
"58",1,0.960687171939589,0.960687171939589,0.960813359873327,0.967616327242775,0.972656886608249,0.973914185632239,0.974203049767747,0.974680410809066,0.974688804111553,62
"59",1,0.960687171939589,0.960687171939589,0.960792328551038,0.97072704732299,0.972656886608249,0.973914185632238,0.974275265801624,0.974680935390472,0.974688804111553,63
"60",1,0.960687171939589,0.960714512658566,0.96281650040801,0.971520546078036,0.972656886608249,0.973914185632238,0.973914185632238,0.973914185632238,0.973914185632238,64
"61",1,0.960687171939589,0.961810367159946,0.967399142666701,0.971388699187787,0.972656886608249,0.973762870597356,0.973914185632239,0.973914185632239,0.973914185632239,65
"62",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"63",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"64",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"65",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
