"","X","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final","pm.skpt.f","pm.enth.f","pm.ni.f","pm.rd.f","pm.50.50.f","pm.skpt.enth.f","pm.skpt.enth.ni.f","pm.skpt.enth.ni.tilde.f","box.skpt.f","box.enth.f","box.ni.f","y1.IP.f","y1.PC.f","y0.IP.f","y0.PC.f"
"1",1,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,0,42,0.360057340922621,0.998806782620783,0.991261324403734,NA,0.00873867559626614,NA,0,58,0,42,0.360057340922621,0.998806782620783,0.991261324403734,NA,0.00873867559626614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,1,41,0.149728709155573,0.999251593938874,0.994200919911825,NA,0.00579908008817474,NA,0,58,1,41,0.149728709155573,0.999251593938874,0.994200919911825,NA,0.00579908008817474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,2,40,0.0689006862051734,0.999512656208532,0.996334984223307,NA,0.00366501577669342,NA,0,58,2,40,0.0689006862051734,0.999512656208532,0.996334984223307,NA,0.00366501577669342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,3,39,0.0342470667797536,0.999672556694076,0.997838632095867,NA,0.00216136790413329,NA,0,58,3,39,0.0342470667797536,0.999672556694076,0.997838632095867,NA,0.00216136790413329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,4,38,0.0181049612066,0.999774082115456,0.998794541979074,NA,0.00120545802092638,NA,0,58,4,38,0.0181049612066,0.999774082115456,0.998794541979074,NA,0.00120545802092638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,5,37,0.0100714292512543,0.99984056274277,0.999369015426245,NA,0.000630984573754773,NA,0,58,5,37,0.0100714292512543,0.99984056274277,0.999369015426245,NA,0.000630984573754773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,6,36,0.00584877280592896,0.999885273367998,0.999677942893092,NA,0.000322057106908449,NA,0,58,6,36,0.00584877280592896,0.999885273367998,0.999677942893092,NA,0.000322057106908449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,7,35,0.00352507500319529,0.999916058780312,0.999840583534544,NA,0.000159416465455864,NA,0,58,7,35,0.00352507500319529,0.999916058780312,0.999840583534544,NA,0.000159416465455864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,8,34,0.00219421420121625,0.999937699430332,0.999926103155189,NA,7.38968448109484e-05,NA,0,58,8,34,0.00219421420121625,0.999937699430332,0.999926103155189,NA,7.38968448109484e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,9,33,0.00140514277436645,0.999953195155485,0.999965397009247,NA,3.46029907532049e-05,NA,0,58,9,33,0.00140514277436645,0.999953195155485,0.999965397009247,NA,3.46029907532049e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,10,32,0.000922933918717438,0.9999646501996,0.999985120679085,NA,1.48793209146824e-05,NA,0,58,10,32,0.000922933918717438,0.9999646501996,0.999985120679085,NA,1.48793209146824e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,11,31,0.000619710676964975,0.999972759353031,0.999993562248493,NA,6.43775150666035e-06,NA,0,58,11,31,0.000619710676964975,0.999972759353031,0.999993562248493,NA,6.43775150666035e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,12,30,0.000424577957565271,0.999979032318828,0.999997303059328,NA,2.69694067241326e-06,NA,0,58,12,30,0.000424577957565271,0.999979032318828,0.999997303059328,NA,2.69694067241326e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,13,29,0.000296151923919438,0.999983745747957,0.999998960099652,NA,1.0399003483542e-06,NA,0,58,13,29,0.000296151923919438,0.999983745747957,0.999998960099652,NA,1.0399003483542e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,14,28,0.000209901562256725,0.999987346977553,0.99999959306938,NA,4.06930620342473e-07,NA,0,58,14,28,0.000209901562256725,0.999987346977553,0.99999959306938,NA,4.06930620342473e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,15,27,0.000150910136440017,0.999990121890826,0.999999846291617,NA,1.53708382906166e-07,NA,0,58,15,27,0.000150910136440017,0.999990121890826,0.999999846291617,NA,1.53708382906166e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,16,26,0.000109884446459694,0.999992275131475,0.999999942023837,NA,5.79761630519361e-08,NA,0,58,16,26,0.000109884446459694,0.999992275131475,0.999999942023837,NA,5.79761630519361e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,17,25,8.09144396132396e-05,0.999993955531153,0.999999980859317,NA,1.91406827453517e-08,NA,0,58,17,25,8.09144396132396e-05,0.999993955531153,0.999999980859317,NA,1.91406827453517e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,18,24,6.01701223268335e-05,0.999995272662594,0.999999993630963,NA,6.36903659031963e-09,NA,0,58,18,24,6.01701223268335e-05,0.999995272662594,0.999999993630963,NA,6.36903659031963e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,19,23,4.51255296333598e-05,0.99999630821314,0.999999997882021,NA,2.11797944354097e-09,NA,0,58,19,23,4.51255296333598e-05,0.99999630821314,0.999999997882021,NA,2.11797944354097e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,20,22,3.40873758394417e-05,0.999997123817917,0.999999999299063,NA,7.00937040895721e-10,NA,0,58,20,22,3.40873758394417e-05,0.999997123817917,0.999999999299063,NA,7.00937040895721e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,21,21,2.59032991000429e-05,0.999997766524275,0.999999999807084,NA,1.92915741580493e-10,NA,0,58,21,21,2.59032991000429e-05,0.999997766524275,0.999999999807084,NA,1.92915741580493e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,22,20,1.97779800282641e-05,0.999998272638563,0.999999999944395,NA,5.56049602380575e-11,NA,0,58,22,20,1.97779800282641e-05,0.999998272638563,0.999999999944395,NA,5.56049602380575e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,23,19,1.51552193763615e-05,0.999998670549475,0.999999999984142,NA,1.58575492136321e-11,NA,0,58,23,19,1.51552193763615e-05,0.999998670549475,0.999999999984142,NA,1.58575492136321e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,24,18,1.16386973263813e-05,0.999998982571592,0.999999999995232,NA,4.76803717756625e-12,NA,0,58,24,18,1.16386973263813e-05,0.999998982571592,0.999999999995232,NA,4.76803717756625e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,25,17,8.95031456560145e-06,0.999999226090096,0.999999999998851,NA,1.14900573955564e-12,NA,0,58,25,17,8.95031456560145e-06,0.999999226090096,0.999999999998851,NA,1.14900573955564e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,26,16,6.8843051007602e-06,0.999999415341542,0.999999999999724,NA,2.75549498659914e-13,NA,0,58,26,16,6.8843051007602e-06,0.999999415341542,0.999999999999724,NA,2.75549498659914e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,27,15,5.28985581999051e-06,0.999999561566478,0.999999999999934,NA,6.56122401060657e-14,NA,0,58,27,15,5.28985581999051e-06,0.999999561566478,0.999999999999934,NA,6.56122401060657e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,28,14,4.05587192886665e-06,0.999999673859274,0.999999999999988,NA,1.20691729758634e-14,NA,0,58,28,14,4.05587192886665e-06,0.999999673859274,0.999999999999988,NA,1.20691729758634e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,29,13,3.09951861810573e-06,0.999999759475972,0.999999999999998,NA,2.34495460712686e-15,NA,0,58,29,13,3.09951861810573e-06,0.999999759475972,0.999999999999998,NA,2.34495460712686e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,30,12,2.35824428625084e-06,0.999999824240511,0.999999999999999,NA,5.04378666649792e-16,NA,0,58,30,12,2.35824428625084e-06,0.999999824240511,0.999999999999999,NA,5.04378666649792e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,31,11,1.7843873575224e-06,0.999999872815861,1,NA,1.26090160088107e-16,NA,0,58,31,11,1.7843873575224e-06,0.999999872815861,1,NA,1.26090160088107e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,32,10,1.34121015973695e-06,0.999999908917734,1,NA,1.82452053665818e-17,NA,0,58,32,10,1.34121015973695e-06,0.999999908917734,1,NA,1.82452053665818e-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,33,9,1.00023330780749e-06,0.999999935492492,1,NA,2.79898928441501e-18,NA,0,58,33,9,1.00023330780749e-06,0.999999935492492,1,NA,2.79898928441501e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",35,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,34,8,7.39183640537248e-07,0.9999999548436,1,NA,3.61988548657419e-19,NA,0,58,34,8,7.39183640537248e-07,0.9999999548436,1,NA,3.61988548657419e-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",36,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,35,7,5.40625876691964e-07,0.999999968783633,1,NA,4.2920161802093e-20,NA,0,58,35,7,5.40625876691964e-07,0.999999968783633,1,NA,4.2920161802093e-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,36,6,3.90794189025417e-07,0.999999978707647,1,NA,3.35502395909677e-21,NA,0,58,36,6,3.90794189025417e-07,0.999999978707647,1,NA,3.35502395909677e-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",38,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,37,5,2.78795108500938e-07,0.999999985684645,1,NA,3.88818745678103e-22,NA,0,58,37,5,2.78795108500938e-07,0.999999985684645,1,NA,3.88818745678103e-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,38,4,1.95994754691181e-07,0.9999999905221,1,NA,4.38147685695199e-23,NA,0,58,38,4,1.95994754691181e-07,0.9999999905221,1,NA,4.38147685695199e-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,39,3,1.3555255956665e-07,0.999999993811047,1,NA,2.79062485095315e-24,NA,0,58,39,3,1.3555255956665e-07,0.999999993811047,1,NA,2.79062485095315e-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,40,2,9.23090288350808e-08,0.999999996040898,1,NA,1.12117354032135e-25,NA,0,58,40,2,9.23090288350808e-08,0.999999996040898,1,NA,1.12117354032135e-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,41,1,6.1444590026147e-08,0.999999997515819,1,NA,5.49193273415602e-27,NA,0,58,41,1,6.1444590026147e-08,0.999999997515819,1,NA,5.49193273415602e-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,0,58,42,0,3.99894440790201e-08,0.999999998473736,1,NA,7.75303183195952e-29,NA,0,58,42,0,3.99894440790201e-08,0.999999998473736,1,NA,7.75303183195952e-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,0,42,0.572581851888091,0.99295715366511,0.983277490506316,NA,0.0167225094936838,NA,1,57,0,42,0.572581851888091,0.99295715366511,0.983277490506316,NA,0.0167225094936838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,1,41,0.313884647666415,0.995619704817321,0.987752677752836,NA,0.0122473222471635,NA,1,57,1,41,0.313884647666415,0.995619704817321,0.987752677752836,NA,0.0122473222471635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,2,40,0.174688138107793,0.997176586138092,0.99188542350657,NA,0.00811457649342977,NA,1,57,2,40,0.174688138107793,0.997176586138092,0.99188542350657,NA,0.00811457649342977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,3,39,0.0999261952266885,0.998126314532453,0.994924556339593,NA,0.00507544366040682,NA,1,57,3,39,0.0999261952266885,0.998126314532453,0.994924556339593,NA,0.00507544366040682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,4,38,0.0588568912990547,0.998726159379667,0.996961600346968,NA,0.00303839965303203,NA,1,57,4,38,0.0588568912990547,0.998726159379667,0.996961600346968,NA,0.00303839965303203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,5,37,0.035644542906136,0.999115201530873,0.998117018917952,NA,0.00188298108204797,NA,1,57,5,37,0.035644542906136,0.999115201530873,0.998117018917952,NA,0.00188298108204797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,6,36,0.0221501010462107,0.999376247295074,0.998953784115381,NA,0.00104621588461905,NA,1,57,6,36,0.0221501010462107,0.999376247295074,0.998953784115381,NA,0.00104621588461905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,7,35,0.0140900247413811,0.999553327238568,0.999450123635718,NA,0.000549876364281894,NA,1,57,7,35,0.0140900247413811,0.999553327238568,0.999450123635718,NA,0.000549876364281894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,8,34,0.00915712251417336,0.99967579192037,0.999713294715643,NA,0.000286705284356804,NA,1,57,8,34,0.00915712251417336,0.99967579192037,0.999713294715643,NA,0.000286705284356804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,9,33,0.00606656977630435,0.999762792530142,0.999861415131821,NA,0.000138584868179006,NA,1,57,9,33,0.00606656977630435,0.999762792530142,0.999861415131821,NA,0.000138584868179006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,10,32,0.00409018768228658,0.999824721543079,0.99993585198926,NA,6.41480107400685e-05,NA,1,57,10,32,0.00409018768228658,0.999824721543079,0.99993585198926,NA,6.41480107400685e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,11,31,0.00279982961937301,0.999869543030077,0.999971068197526,NA,2.893180247424e-05,NA,1,57,11,31,0.00279982961937301,0.999869543030077,0.999971068197526,NA,2.893180247424e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,12,30,0.00194325993151791,0.999902335846576,0.9999861731928,NA,1.38268071997393e-05,NA,1,57,12,30,0.00194325993151791,0.999902335846576,0.9999861731928,NA,1.38268071997393e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,13,29,0.00136613658350966,0.999926550234816,0.999994149733786,NA,5.85026621446446e-06,NA,1,57,13,29,0.00136613658350966,0.999926550234816,0.999994149733786,NA,5.85026621446446e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,14,28,0.000971274729763818,0.999944565083746,0.999997694191459,NA,2.30580854137208e-06,NA,1,57,14,28,0.000971274729763818,0.999944565083746,0.999997694191459,NA,2.30580854137208e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,15,27,0.000697520709954462,0.999958059592188,0.999999054393062,NA,9.45606937990715e-07,NA,1,57,15,27,0.000697520709954462,0.999958059592188,0.999999054393062,NA,9.45606937990715e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,16,26,0.000505316582360566,0.99996822155326,0.99999963206429,NA,3.67935710047705e-07,NA,1,57,16,26,0.000505316582360566,0.99996822155326,0.99999963206429,NA,3.67935710047705e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,17,25,0.000368885052401134,0.999975906874256,0.999999856007771,NA,1.43992228698784e-07,NA,1,57,17,25,0.000368885052401134,0.999975906874256,0.999999856007771,NA,1.43992228698784e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",62,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,18,24,0.000271064173277402,0.999981737972357,0.9999999483495,NA,5.16504994964811e-08,NA,1,57,18,24,0.000271064173277402,0.999981737972357,0.9999999483495,NA,5.16504994964811e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,19,23,0.000200289867897736,0.999986172100231,0.999999981824416,NA,1.81755841110944e-08,NA,1,57,19,23,0.000200289867897736,0.999986172100231,0.999999981824416,NA,1.81755841110944e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,20,22,0.00014866943872198,0.999989548199453,0.999999993991815,NA,6.00818446657552e-09,NA,1,57,20,22,0.00014866943872198,0.999989548199453,0.999999993991815,NA,6.00818446657552e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,21,21,0.000110750808844548,0.999992119617672,0.999999998073144,NA,1.92685648470821e-09,NA,1,57,21,21,0.000110750808844548,0.999992119617672,0.999999998073144,NA,1.92685648470821e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",66,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,22,20,8.27249611941426e-05,0.999994077069341,0.999999999406506,NA,5.9349362334741e-10,NA,1,57,22,20,8.27249611941426e-05,0.999994077069341,0.999999999406506,NA,5.9349362334741e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,23,19,6.18903391312308e-05,0.999995566121255,0.999999999821705,NA,1.78294554072712e-10,NA,1,57,23,19,6.18903391312308e-05,0.999995566121255,0.999999999821705,NA,1.78294554072712e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",68,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,24,18,4.63514403182873e-05,0.99999669517726,0.99999999994897,NA,5.10299843265523e-11,NA,1,57,24,18,4.63514403182873e-05,0.99999669517726,0.99999999994897,NA,5.10299843265523e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",69,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,25,17,3.47174467324871e-05,0.999997549091945,0.999999999985591,NA,1.44087788807352e-11,NA,1,57,25,17,3.47174467324871e-05,0.999997549091945,0.999999999985591,NA,1.44087788807352e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,26,16,2.59812114051413e-05,0.999998192713476,0.99999999999647,NA,3.53012168618643e-12,NA,1,57,26,16,2.59812114051413e-05,0.999998192713476,0.99999999999647,NA,3.53012168618643e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",71,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,27,15,1.94078190414312e-05,0.999998675837979,0.999999999998912,NA,1.08763285709541e-12,NA,1,57,27,15,1.94078190414312e-05,0.999998675837979,0.999999999998912,NA,1.08763285709541e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,28,14,1.44599108776477e-05,0.999999036414999,0.999999999999772,NA,2.27735657098297e-13,NA,1,57,28,14,1.44599108776477e-05,0.999999036414999,0.999999999999772,NA,2.27735657098297e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,29,13,1.07354569263697e-05,0.999999304069087,0.999999999999958,NA,4.2025289698216e-14,NA,1,57,29,13,1.07354569263697e-05,0.999999304069087,0.999999999999958,NA,4.2025289698216e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,30,12,7.9350174385493e-06,0.999999501462529,0.99999999999999,NA,1.01942849781633e-14,NA,1,57,30,12,7.9350174385493e-06,0.999999501462529,0.99999999999999,NA,1.01942849781633e-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,31,11,5.83364270743932e-06,0.99999964600438,0.999999999999998,NA,1.70536922447747e-15,NA,1,57,31,11,5.83364270743932e-06,0.99999964600438,0.999999999999998,NA,1.70536922447747e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,NA,NA,2,1,4,0,101,0.5,0.05,100,100,1,1,57,32,10,4.26128117688177e-06,0.999999750762966,1,NA,2.79361126589123e-16,NA,1,57,32,10,4.26128117688177e-06,0.999999750762966,1,NA,2.79361126589123e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
