"","y1.PC","y0.PC","y1.IP","y0.IP","box.ni.final"
"415717",16,22,34,15,0.758640034423374
"415726",11,25,33,24,0.718870888913178
"415751",10,25,30,22,0.63744160198333
"415769",14,22,35,22,0.889467490832038
"415779",16,21,36,16,0.752613424437678
"4157851",17,13,38,7,0.31723569136226
"415789",13,25,34,23,0.809864201165883
"415790",15,18,36,14,0.671715386382736
"4158061",8,23,34,8,0.0695222060910123
"4158131",20,22,42,16,0.647199986310826
"415818",16,26,32,23,0.930580536190911
"415829",10,22,31,16,0.580041930098242
"415830",14,19,32,18,0.854593347868762
"4158311",11,22,35,19,0.680824864504219
"415832",14,24,28,17,0.837512394919831
"415833",11,23,31,12,0.436065503739351
"415947",8,30,30,25,0.339406655343086
"4159821",12,25,29,17,0.692365730409705
"416003",14,28,31,24,0.831051259104267
"416054",12,21,30,16,0.764263928995968
"4160621",17,20,35,15,0.713705393978119
"416064",14,21,31,13,0.699440775842304
"416067",16,21,33,19,0.840243093637006
"416069",13,23,31,14,0.660521166352604
"4160711",8,27,29,17,0.286309595516868
"416085",6,22,32,13,0.132741634461542
"416117",14,23,30,16,0.803721031610511
"4161201",6,26,30,11,0.0509644934934125
"416125",8,26,34,21,0.347867702133012
"4161281",8,32,28,27,0.340610098822195
"416129",16,22,36,15,0.719986966881227
"4161311",12,20,36,15,0.647783615532513
"416132",10,21,34,14,0.475293797386288
"416133",9,17,35,12,0.4625500498865
"4161421",22,18,46,11,0.393950265814381
"416147",20,20,38,17,0.622075844824986
"416148",8,25,33,15,0.230750440711084
"416151",12,19,32,14,0.705078854234856
"416166",7,22,34,16,0.259305232077764
"416253",8,27,32,24,0.384042676149648
"416304",13,19,33,18,0.833510470750156
"4163191",11,26,31,17,0.539817315204997
"416335",8,33,29,27,0.311775567675979
"416336",12,29,30,22,0.647782306574445
"416337",11,30,30,26,0.589206312877664
"4164191",2,24,28,19,0.0253723596854669
"416427",11,18,34,12,0.55459264067673
"4164551",5,36,27,29,0.12521374563186
"416457",8,34,30,27,0.277489090502273
"416458",13,19,33,20,0.876779578855662
"416460",12,19,36,18,0.789120076512043
"416463",18,21,39,17,0.724025783224181
"416472",16,22,33,18,0.833091391410292
"416474",18,20,38,19,0.71093375555714
"416477",17,21,37,20,0.797369942256484
"416478",15,20,31,15,0.783850757516153
"416479",15,17,35,16,0.710219411774857
"416487",13,18,36,12,0.595180616795944
"4164941",10,21,34,12,0.379470145408551
"4164951",7,29,33,22,0.214331747128111
"416714",13,22,29,13,0.683544267595431
"4167301",5,21,32,15,0.135058594040621
"4167331",10,29,32,22,0.465295420043177
"416742",15,19,34,13,0.697891444869989
"4167471",8,31,29,25,0.325078453403128
"4167721",13,17,36,13,0.643700237161929
"4167751",5,26,30,12,0.0378498461133879
"416779",9,24,31,11,0.218772826326203
"416785",14,24,34,19,0.804183399933062
"416786",16,19,32,16,0.766232472015671
"416788",9,23,31,18,0.519614688760427
"4167891",15,17,33,8,0.47794080934632
"416792",13,22,33,17,0.772936460959145
"416798",8,24,31,18,0.379814710596114
"4168151",14,20,31,8,0.459625160125682
"416826",10,19,35,9,0.292536015627673
"416945",15,26,30,24,0.932346996590663
"4170291",8,33,28,26,0.312597306339759
"417031",18,22,39,18,0.747416296085165
"4170671",7,25,30,13,0.157125941556762
"4170691",19,21,39,16,0.672368536796523
"4170751",11,25,34,23,0.682991062472741
"4170851",16,19,38,18,0.76103266334571
"417090",13,28,30,26,0.799887714207221
"417096",7,22,33,11,0.128100524845556
"417110",16,18,38,15,0.668433592806516
"4171141",15,26,31,17,0.784944308484573
"4171211",7,23,33,14,0.191111655410161
"417122",18,23,33,21,0.855503060900394
"417123",7,25,32,15,0.171296541313451
"417126",14,22,32,23,0.92737093495111
"4171291",8,21,32,12,0.266506248245447
"417133",14,26,29,18,0.807997998780102
"4171351",7,24,34,16,0.192164875536852
"417139",13,24,32,18,0.756177173313773
"417142",14,23,30,18,0.852036018608373
"417152",15,19,33,12,0.652691155804707
"417160",15,19,36,17,0.762288863161606
"417332",16,23,31,21,0.918796630387196
"4173331",7,31,30,27,0.264220721089528
"417377",12,28,31,22,0.671992628078775
"417412",17,21,35,18,0.789411766244069
"417419",8,25,32,16,0.278841213095112
"417428",5,22,34,14,0.0852054153833996
"4174361",11,21,32,13,0.540146101326922
"417438",6,23,33,19,0.225732601565768
"417441",13,15,37,10,0.523546148996839
"417450",18,22,36,21,0.808300598257831
"417475",12,18,35,16,0.744869905381463
"417479",9,24,34,22,0.529102946715602
"417481",11,18,36,12,0.526177610504962
"417488",13,26,29,15,0.657114627131805
"417576",12,23,29,19,0.800759704970991
"417591",11,25,30,23,0.729304089963952
"417654",9,32,30,26,0.391523631086753
"417657",16,22,31,20,0.88581453182936
"417669",14,21,30,16,0.82418378963646
"417697",17,21,37,16,0.722335569744613
"417703",8,28,30,23,0.368839170651531
"417707",17,21,34,17,0.786528086530931
"4177101",12,18,33,10,0.511110206123852
"417711",10,23,30,14,0.484034007892035
"417717",10,23,32,22,0.676372834858532
"4177211",3,28,26,18,0.0392007859543721
"4177231",14,18,33,8,0.461079347693352
"417733",15,20,35,13,0.673070456149555
"417745",9,27,31,24,0.497155143148255
"417753",13,27,30,23,0.803636833808228
"417760",16,19,35,17,0.764991672934709
"417763",9,22,34,18,0.502031751815812
"417766",15,21,32,13,0.709838039919619
"417769",10,29,30,24,0.538379865546943
"417775",14,22,34,17,0.791509676483652
"4177791",19,23,40,18,0.742805765203614
"417785",10,21,32,16,0.593577448182835
"417787",13,21,31,16,0.806791746496705
"417790",8,26,32,17,0.274200581095469
"417792",11,20,36,18,0.703104564527402
"417807",15,21,33,22,0.896813298389124
"4178081",8,27,30,18,0.292748066876817
"417813",15,20,34,16,0.78116483655737
"417815",14,21,34,14,0.687300611500029
"4178191",10,16,37,14,0.618213146899304
"417838",10,28,30,25,0.580623669273634
"418033",7,32,30,22,0.18877775169051
"418037",16,20,34,15,0.739977459540612
"418042",14,16,34,9,0.506167122652686
"418045",12,22,31,14,0.629344133907649
"4180491",17,18,34,14,0.656081591468665
"418051",16,20,39,16,0.722497272507538
"418053",10,18,33,14,0.607279876829856
"4180761",15,16,37,5,0.271407311587884
"4180861",8,26,27,12,0.201472760761713
"4181051",8,20,36,15,0.352524024628533
"4181071",16,23,29,17,0.862972971461372
"418112",12,17,35,13,0.651512367970704
"418115",13,23,34,23,0.877235440984147
"4181171",21,21,40,15,0.59031915422792
"418118",17,24,33,21,0.894202192003931
"418123",14,18,34,15,0.752178134301079
"418126",13,18,38,16,0.716006992797188
"418129",15,21,37,16,0.739607118251551
"418132",16,22,37,16,0.740654307579106
"4181331",6,25,32,14,0.0982472908778274
"418134",12,21,34,14,0.619003911589115
"4181361",10,16,40,11,0.417834720524375
"4181371",8,24,31,14,0.250268757299387
"418145",10,19,32,12,0.512194907793272
"4181471",14,17,38,14,0.672229636898357
"418288",9,30,31,27,0.44649741843333
"418336",17,23,34,21,0.872187194237871
"418350",15,19,34,17,0.805329348763435
"418365",15,21,31,18,0.856788001777702
"418382",14,25,31,17,0.768257725649284
"418388",18,24,35,18,0.812802860717704
"418403",11,23,34,21,0.718693982272309
"418410",15,21,34,23,0.898714416841934
"418422",13,26,33,23,0.788946344653133
"4184411",10,16,39,14,0.597818396957559
"418442",5,23,33,16,0.101504799831418
"4184441",10,16,36,11,0.4832664410249
"418456",9,22,36,18,0.463392963325843
"418461",9,26,32,14,0.265063378548198
"418463",10,17,35,13,0.570229165929998
"4184651",13,24,29,15,0.717015006483964
"418566",12,29,29,23,0.676527379151682
"418630",15,24,36,22,0.866035827464232
"418676",9,29,30,25,0.457772641560888
"418684",8,22,34,17,0.379446076794481
"418688",7,22,35,17,0.272176058520133
"418695",9,20,35,15,0.458008600414808
"418703",13,21,34,21,0.871986930184031
"418704",19,22,36,18,0.741383431963393
"418726",17,23,34,23,0.891732022803361
"418730",15,26,31,21,0.879906318432872
"418733",18,24,38,19,0.799331278186656
"418735",8,23,35,19,0.375414863925536
"4187451",4,23,34,12,0.0195098949937303
"418757",6,24,34,15,0.117409719982301
"418758",14,26,31,20,0.817335194122572
"418766",15,21,31,14,0.756123824653075
"418771",14,21,35,15,0.715368528901378
"418789",9,24,32,20,0.521968126351676
"418793",11,25,32,17,0.556815845656453
"4187951",10,17,35,11,0.460455793349356
"4187971",14,24,36,21,0.818283225384041
"418805",15,22,32,14,0.742480606753035
"4188081",14,21,38,20,0.823721761388888
"4189831",6,34,28,29,0.198080984716221
"419015",13,21,33,20,0.857186281140281
"419016",10,25,30,18,0.547399758201667
"419052",15,17,36,15,0.693826256845451
"419057",13,22,35,21,0.851836276194802
"419065",7,28,31,21,0.250917447659938
"4190661",7,26,33,23,0.303024130716837
"419068",10,21,36,18,0.590295969142239
"419069",17,19,35,18,0.73076544237697
"419076",13,20,31,13,0.693167723202651
"419085",12,19,34,16,0.752401341634129
"4190861",6,17,38,12,0.177787339223734
"419091",7,25,31,16,0.218750678528585
"419099",12,18,35,10,0.485457244564656
"419110",9,21,35,18,0.519685037303227
"419121",15,17,38,13,0.617369772460757
"419122",13,22,32,14,0.67408887927641
"4191321",11,19,36,17,0.720839738061915
"4191361",13,16,36,8,0.416318058964463
"419280",12,25,29,13,0.534427908524168
"419282",12,22,32,23,0.865381276967743
"419340",9,25,31,22,0.522312886148208
"419341",18,22,34,17,0.774932722986125
"419345",8,27,34,22,0.342464377530452
"419403",16,22,37,18,0.797781186184155
"4194061",12,24,31,14,0.576226719391919
"419407",14,19,33,17,0.807784233894549
"4194111",17,20,42,16,0.664134811978871
"419414",13,25,30,17,0.724153807027034
"419430",9,24,31,13,0.294529911631462
"419432",12,17,36,12,0.581111412045458
"419436",15,26,32,26,0.936838573785765
"4194391",11,18,38,14,0.574653255981063
"419441",10,21,33,15,0.550075415492116
"419449",15,19,37,14,0.695110582793367
"419465",15,23,30,17,0.864610259746122
"419469",12,21,31,21,0.87222693366634
"419613",16,24,32,23,0.932125942141438
"419639",11,21,32,21,0.811355716664617
"419669",12,28,29,24,0.717165860080286
"419679",14,27,31,21,0.814167430893802
"4196831",7,28,29,17,0.198168451225231
"4197031",18,21,36,16,0.735861682022471
"419719",8,25,33,21,0.386820103084657
"419727",13,22,30,16,0.782048348388473
"4197281",7,31,31,22,0.198743643634351
"4197381",14,24,28,19,0.885503837705784
"419744",9,20,36,16,0.486770798823798
"419750",12,27,33,23,0.688431697707746
"419752",9,21,36,19,0.536091029720577
"4197601",11,17,36,11,0.506073609079856
"419778",9,22,31,11,0.274629806363632
"419779",11,17,37,8,0.311341725437489
"419783",15,23,31,16,0.808190387659884
"419791",9,22,33,19,0.556122418294321
"4197931",12,23,32,12,0.481529728313878
"419796",16,21,37,19,0.80840207730918
"419885",9,32,29,29,0.416546073406104
"419918",10,27,31,25,0.594006605770008
"420020",8,23,33,13,0.237739131845882
"420027",7,25,32,9,0.0466569909301586
"420047",14,24,30,17,0.804839497483494
"420056",12,19,32,12,0.610910714059428
"4200661",18,21,38,20,0.753751850680852
"420073",14,22,31,14,0.735247642260394
"420105",16,25,30,18,0.87213028154211
"420107",8,25,31,17,0.323223898359932
"420117",13,18,35,17,0.797743233830089
"4201301",14,19,35,21,0.864176250831983
"420332",8,25,29,15,0.289450934089797
"420344",14,24,32,17,0.785020296238551
"420355",10,29,30,26,0.550127527290425
"420357",7,20,33,13,0.237422968867288
"420360",10,20,34,17,0.634124476233473
"420364",9,21,33,16,0.492901355097457
"420372",17,25,37,20,0.850832196896258
"420379",10,19,33,11,0.423590503491402
"420386",14,20,32,15,0.77257742507843
"420394",11,16,35,11,0.55918254262989
"420395",16,18,40,15,0.637001640927685
"420399",15,21,31,16,0.827850183644122
"420401",14,19,36,18,0.796065263527117
"420410",9,24,32,18,0.44993523350114
"420411",19,21,37,18,0.710865647142357
"4204131",17,19,37,16,0.684922871594167
"420414",13,28,32,22,0.727131382627172
"420427",7,25,33,14,0.146347572202502
"4204281",7,24,29,13,0.183222403414121
"420431",10,24,31,14,0.412182158692581
"4204341",8,24,32,9,0.0928637253977429
"4204361",15,17,39,14,0.635095550737387
"420438",16,20,32,15,0.756949555482704
"420440",7,20,34,12,0.207254241621362
"420446",16,21,32,14,0.749119338350116
"420451",17,18,39,13,0.5816568067322
"420459",12,24,33,18,0.687482612746233
"4204931",7,26,35,21,0.243432464093945
"420612",16,24,33,24,0.93585409451059
"420659",9,25,34,19,0.408136092365654
"4207191",7,30,31,21,0.206188975314962
"4207241",18,14,37,8,0.355736552644009
"420727",13,15,38,9,0.459814310772399
"420731",15,20,35,17,0.788806108701886
"420744",14,24,29,18,0.857714592002311
"420749",11,26,30,14,0.445559791102899
"4207781",6,24,32,13,0.0934528132349776
"420785",20,22,40,15,0.64476848122228
"420786",16,19,36,12,0.61718779056789
"4209131",11,31,29,26,0.579682260038023
"420945",13,17,36,15,0.727058945162551
"4209561",7,24,33,13,0.132898106191152
"420967",8,25,31,19,0.375489916179269
"420997",17,22,34,22,0.852917125296304
"420999",15,23,30,19,0.893303541076517
"421011",17,22,36,22,0.848014468695341
"4210141",16,21,33,17,0.809999915735531
"421055",15,19,35,18,0.808732319776846
"421061",12,23,32,14,0.580949327129283
"4210731",10,22,31,12,0.408823559036962
"421074",15,18,33,13,0.676689225594844
"4210761",6,23,34,10,0.0448369759388468
"421083",17,22,33,17,0.801064887921723
"421102",15,17,37,14,0.649345487939553
"4211171",8,25,30,10,0.123850465334168
"421195",16,26,32,21,0.89454888774331
"421300",12,25,30,24,0.809404539902715
"421343",14,26,29,22,0.88443665341295
"421348",10,20,32,19,0.735924964390269
"421362",14,17,34,14,0.6978285175984
"421365",10,23,33,23,0.680598036676837
"421376",16,20,34,19,0.812707228887441
"421383",13,21,30,15,0.767258851417485
"421384",11,27,30,19,0.583552357160322
"421389",11,23,30,13,0.506772494011231
"421406",9,24,30,12,0.277038165486682
"421423",12,25,29,19,0.740781588522903
"421440",18,22,38,17,0.734003465463889
"421443",10,22,34,21,0.677006175156621
"421662",8,26,31,20,0.370931658262518
"421684",8,25,30,14,0.244914012955678
"4217131",11,24,34,22,0.691606112096492
"421719",18,21,36,18,0.749852578266697
"421720",17,19,38,15,0.661342023607955
"421731",12,22,30,15,0.705534622163452
"421738",12,19,37,19,0.799236505716147
"4217411",19,21,38,15,0.655657563886259
"421743",14,17,35,17,0.764381480588132
"421745",12,16,36,11,0.561862851489181
"4217501",18,19,36,14,0.636047381701188
"4217531",16,17,36,10,0.532054262089568
"421756",15,17,37,12,0.595373840679903
"421757",15,22,34,16,0.768696166717485
"421769",12,19,35,19,0.815028335629423
"421771",10,21,35,15,0.503388369057108
"421772",7,31,30,25,0.246497767367175
"421775",9,21,32,15,0.481323498657263
"421780",7,26,33,19,0.229852926015953
"421984",14,22,33,14,0.696384628673154
"421996",12,28,30,27,0.732245529569338
"422001",8,26,32,15,0.220404894466758
"422014",9,21,32,19,0.608490075180398
"422019",7,26,30,18,0.245106693228632
"422038",10,27,31,19,0.483472920753108
"422053",13,18,34,14,0.710369149158619
"422059",10,22,30,11,0.369706251890907
"422064",14,19,31,15,0.783029181788878
"422070",11,16,37,13,0.603040607225854
"422080",8,24,30,13,0.238453124388054
"422107",9,26,31,15,0.299440084916356
"422196",16,23,33,23,0.921367104248362
"422349",9,32,30,24,0.361941361038929
"422352",16,25,33,25,0.942390176373034
"422374",14,27,30,24,0.862604285319541
"422385",16,16,38,13,0.574730896830923
"422386",6,22,33,12,0.0965113969284642
"4223871",8,23,34,20,0.434116324222113
"422400",17,21,33,14,0.719455638446713
"4224111",15,20,31,9,0.556715590384382
"422427",11,21,33,12,0.472243624227968
"422438",8,20,35,12,0.253770343503462
"422584",10,30,29,24,0.509727888826871
"4225961",8,27,33,23,0.36136700328174
"422621",9,31,30,27,0.422212312335465
"422653",11,28,30,26,0.659904014777323
"422660",10,23,30,16,0.552801826866445
"4226801",17,22,39,19,0.777113849969896
"422690",12,24,32,17,0.672146163655964
"422715",11,26,30,16,0.529775399181003
"422717",13,19,32,13,0.699174492809386
"4227331",13,18,33,11,0.595033509815434
"422737",13,16,38,12,0.58176330247513
"4227551",13,18,37,19,0.810969110029915
"4227571",17,22,34,14,0.737665909976018
"4228051",8,34,29,26,0.275492369703676
"422906",10,30,29,18,0.38446251146925
"422925",10,27,31,17,0.421718616202617
"4229671",5,30,31,23,0.110471881629317
"422975",13,22,34,22,0.87374783463326
"422994",17,24,34,18,0.831418784724416
"423030",16,22,32,17,0.82189240058172
"423048",10,28,32,21,0.487163657201036
"423064",9,22,32,12,0.315239239336964
"4230661",11,27,30,15,0.454305076111501
"423072",10,28,29,18,0.456244419769254
"423073",12,27,29,23,0.744183312906978
"423082",17,20,36,14,0.678578840290557
"423083",14,17,34,10,0.564257749492097
"4230851",7,23,36,19,0.276437184319701
"423090",17,17,36,13,0.593333156040745
"423093",16,22,32,21,0.888312644395156
"423097",8,30,31,22,0.288938040780378
"423104",8,33,29,29,0.323878178975001
"423269",15,24,33,25,0.938396692124266
"423291",9,31,29,22,0.358194852457776
"423307",11,20,31,17,0.758174042124813
"4233091",8,18,39,16,0.445455714491815
"4233591",15,21,34,13,0.679011098809975
"423379",13,21,32,21,0.906997806598261
"423398",7,27,31,16,0.165537857914897
"423400",8,28,31,16,0.205274503850498
"4234041",6,21,38,8,0.0250347817424643
"423405",11,22,35,21,0.745252554819434
"423407",16,21,36,20,0.837526721796677
"423408",9,20,33,13,0.414742026492155
"423411",17,22,35,17,0.778592242413721
"4234121",8,28,29,18,0.282413127908185
"423417",17,22,36,18,0.786070925559027
"4234231",9,20,36,14,0.410579445024682
"4235761",16,24,32,19,0.878240895852092
"423585",13,22,31,21,0.886832032221525
"423643",15,17,38,15,0.665119804480334
"4236481",17,19,39,18,0.704142323044792
"423657",15,24,32,18,0.844475452750185
"423663",10,29,29,25,0.547062471798035
"423669",14,24,30,19,0.87307961112978
"423708",17,24,32,22,0.905856542742841
"423719",18,19,38,18,0.669271807724818
"423722",15,22,30,18,0.871244755631928
"423731",15,25,34,19,0.819381328036307
"423757",12,21,32,8,0.324614994276271
"423914",14,25,30,18,0.820756547040179
"423938",14,17,35,13,0.676742328622753
"423952",8,30,31,24,0.31894380805752
"424008",16,20,33,16,0.77236545501604
"424026",7,27,29,20,0.276745044634914
"424030",15,20,33,15,0.769620182064135
"424043",17,20,35,13,0.656806866824792
"424049",12,18,33,14,0.722154088165134
"424051",8,19,36,12,0.275225389601213
"4240531",8,26,33,16,0.228565614221585
"424057",8,24,34,17,0.307556393798652
"4240581",16,18,35,12,0.61114389420831
"4240651",5,22,33,15,0.1016744598861
"424071",17,18,35,15,0.663171624067899
"424075",6,23,32,12,0.0949740888478733
"424076",8,19,35,13,0.329827168567477
"4240791",13,16,35,9,0.489508321625222
"424085",9,28,33,23,0.420948907996577
"424310",14,27,29,21,0.831210341967571
"424354",15,19,34,19,0.818556322410889
"424367",17,21,40,17,0.717403448575964
"424368",13,16,34,12,0.650072251213824
"424369",15,21,36,21,0.860573913776369
"424381",12,17,35,9,0.442955696975738
"4243871",12,20,36,19,0.794484923162033
"424392",13,25,29,18,0.786631981350832
"4243931",17,22,38,16,0.744429644815747
"4243951",13,20,35,21,0.869151342438955
"424396",7,20,32,14,0.301353223905436
"424399",7,22,34,10,0.0964913918104418
"424403",16,19,38,16,0.697482835988738
"424408",16,18,34,15,0.705236514548936
"424409",8,24,31,12,0.193505157683016
"424419",11,28,29,19,0.558792360232979
"424522",17,23,33,18,0.827846023503474
"424550",10,32,29,28,0.491887291724005
"4245571",14,26,28,17,0.800301734910079
"424564",12,22,30,19,0.824587523895608
"4245831",7,26,34,22,0.279786774157736
"424649",18,22,31,18,0.807446444325254
"424655",9,30,32,24,0.383572107115349
"4246581",8,33,30,22,0.243967591798182
"424669",13,26,34,24,0.798282246874144
"424672",14,23,32,24,0.93023932863171
"424696",16,25,31,19,0.883142558920363
"424711",15,20,33,19,0.851297088790624
"424727",14,24,35,20,0.810738153324066
"424730",19,22,35,13,0.656613995530478
"424734",9,21,34,11,0.270455128679302
"424851",15,23,35,18,0.807165960063716
"424885",10,25,31,25,0.669721397128794
"424918",9,28,29,25,0.491740783087745
"424932",12,25,32,18,0.657045991371905
"4249591",9,15,39,10,0.357947939851972
"424998",15,25,32,19,0.847548380329008
"4250011",10,25,29,15,0.460062000356973
"425005",11,20,32,18,0.770434415970077
"425015",13,19,33,8,0.411427828820066
"425022",13,17,37,14,0.662281238405164
"425023",15,18,37,13,0.643632498645983
"425042",16,24,31,18,0.865570722117248
"4250491",19,19,40,17,0.613190063309538
"425061",13,17,35,10,0.521438596145079
"425075",14,23,29,17,0.846068681966703
"4250791",17,20,40,16,0.69128597897435
"4252101",14,28,29,22,0.824619166651069
"425235",11,27,29,22,0.65865387039142
"425271",8,28,32,25,0.377765477871712
"4252951",9,32,29,23,0.359077532809889
"4253031",8,23,32,16,0.341553502579736
"4253251",11,30,28,24,0.591486161566022
"4253461",10,24,30,13,0.39843365363579
"425352",5,21,35,14,0.0912726521302509
"4253601",13,18,34,8,0.422829208116315
"425362",14,26,32,21,0.823706619946519
"425371",8,24,32,13,0.222928426156099
"4253731",5,26,32,20,0.123744619773557
"4253811",11,21,33,10,0.364187310688511
"425391",9,22,34,8,0.121137987868959
"425394",12,26,34,23,0.713517171753348
"425395",8,19,34,12,0.312996388762771
"425396",10,30,31,22,0.441687264911181
"4254991",7,34,30,26,0.205929991299235
"425531",12,29,29,25,0.6955361841309
"4255801",5,31,26,17,0.0752410408879524
"4256821",7,21,35,20,0.392046322405743
"425685",11,20,34,8,0.261865655621098
"4256881",15,17,34,7,0.414226856385866
"425691",7,22,33,13,0.184215751161215
"425699",12,18,35,18,0.816248057773269
"425700",12,26,29,18,0.687267521708078
"425705",6,21,33,13,0.14406729492857
"4257171",12,17,38,20,0.814007749999702
"425720",15,25,33,20,0.860260085650919
"425723",7,28,32,18,0.183724413061526
"425734",8,21,34,12,0.231690906243654
"425860",11,25,32,25,0.735142736077533
"4259441",13,23,35,22,0.839562631797297
"425986",12,26,33,22,0.709739946088617
"425999",18,23,34,20,0.827442584632408
"426005",12,21,33,23,0.880851161146106
"426007",15,22,37,21,0.852836429208885
"426016",19,23,37,18,0.769344719105534
"426020",9,19,35,10,0.278044322534217
"4260271",17,17,38,11,0.51626257924123
"426035",14,24,30,15,0.73807882419987
"426043",19,21,38,13,0.617650204842848
"426054",13,26,29,21,0.8118417428128
"4260671",15,20,32,12,0.673456251964753
"426070",11,16,38,12,0.55730893241669
"426280",15,18,37,19,0.768129808769313
"426282",18,20,36,17,0.705675350538411
"426296",15,19,37,18,0.782429346973693
"4263001",19,22,38,16,0.699289907635255
"426304",13,26,29,19,0.769813583079049
"4263061",8,22,35,14,0.265700242562889
"426348",12,16,37,10,0.488809635484627
"426357",17,19,35,16,0.702185699287528
"426360",18,18,33,12,0.586528205110881
"426365",11,25,29,18,0.640443281172013
"426370",16,17,33,11,0.592833322965025
"426383",15,27,34,23,0.861353981855591
"426396",12,17,33,11,0.583250487954082
"426524",13,23,33,24,0.894085581812743
"426546",10,24,32,23,0.660523288351378
"4265961",8,31,31,21,0.243886993825008
"426647",19,22,37,21,0.768416737009742
"4266521",9,29,32,19,0.317009530803208
"426663",11,18,35,17,0.770187808798658
"426673",13,18,35,13,0.67331476429254
"4266811",22,19,44,14,0.473170843981005
"426682",9,21,36,17,0.483666373162306
"426686",8,28,31,18,0.256467536389258
"4267121",14,27,28,18,0.785956204121432
"426728",7,20,35,11,0.154073932044729
"426892",11,22,30,10,0.38920134967676
"426901",11,29,33,24,0.57291368236081
"426903",12,21,32,22,0.876679302129836
"426997",19,23,40,17,0.71853635726957
"427002",16,21,39,17,0.747617247483047
"4270031",9,18,36,10,0.300205875854437
"427004",11,19,33,14,0.63454437356809
"427047",11,19,35,10,0.396324069959271
"4270531",11,18,36,8,0.302720635413213
"4271371",6,36,28,29,0.168189877017865
"427228",9,25,30,15,0.363309471194636
"427262",9,23,32,19,0.522042699794652
"4272781",14,25,35,23,0.852147207531236
"4272881",5,24,32,12,0.0426830424847892
"427349",16,20,34,17,0.786732295241065
"427353",8,29,30,20,0.295362663921406
"427366",18,19,39,15,0.631567750635621
"427367",18,21,34,16,0.742509502507232
"427369",20,21,39,19,0.672043375903977
"4273701",26,16,47,11,0.237223307095822
"427374",12,22,36,21,0.805775100741546
"4273751",7,27,32,19,0.219674191835919
"427378",16,19,35,13,0.666850074426038
"427381",14,21,34,16,0.774576692922316
"427389",8,25,32,20,0.384384925962436
"427533",17,20,39,19,0.744703141201166
"427548",9,33,29,28,0.388017005779935
"427609",15,24,30,20,0.915723674496257
"427617",11,24,29,15,0.579603635250765
"427642",17,23,32,17,0.822928732457271
"427655",12,19,36,14,0.638564071489033
"4276591",14,21,37,17,0.766724968757973
"427670",7,28,31,19,0.210393024745729
"4276931",6,26,32,19,0.169471573918132
"427703",12,15,36,12,0.602233337660969
"4277081",14,15,38,10,0.518554679667707
"427711",19,22,41,17,0.69393283720177
"427712",14,19,34,20,0.861196835952149
"427827",10,24,30,21,0.64106836785517
"427892",7,27,34,19,0.197797291507539
"427976",12,22,33,22,0.839147562540575
"427986",18,23,39,17,0.739531150922725
"4279901",3,20,35,15,0.0306146526319206
"4279931",9,31,29,24,0.397926766661618
"428009",7,29,30,21,0.244211350294009
"428015",15,19,32,13,0.712568671540725
"428017",13,15,36,11,0.577192226765471
"4280331",17,17,41,16,0.603449778034101
"428036",13,15,39,12,0.579621058921681
"428151",7,25,32,19,0.270326000989599
"428193",16,26,32,25,0.942593919291271
"428217",8,30,30,27,0.368271318622033
"428234",18,23,35,23,0.856900259068944
"428242",11,19,36,19,0.761554549506123
"428325",15,20,37,17,0.772773490531581
"428340",10,19,36,16,0.613751717046947
"428353",11,24,32,14,0.474781674687247
"428371",14,23,29,15,0.786708924813109
"428378",17,25,33,20,0.878655564721108
"4283801",13,18,39,17,0.747162201631809
"428587",12,21,31,13,0.638069693746584
"428590",14,17,36,16,0.72664593372501
"4286121",5,22,33,17,0.143805616640521
"428641",16,24,32,17,0.826051942870502
"428642",6,27,31,17,0.128451342216267
"4286531",16,22,39,18,0.783692047564674
"428655",16,19,34,12,0.654797174311079
"428657",15,16,36,12,0.583989752719342
"428668",12,25,30,14,0.552317606164715
"4286691",13,19,33,10,0.530141555617133
"428691",12,24,31,24,0.838754805001675
"428701",7,20,36,12,0.166048278359311
"428709",17,20,40,18,0.731522117867662
"4288981",14,26,29,20,0.841768027056813
"428938",16,24,31,20,0.90005403728545
"428961",9,22,31,13,0.361999371440923
"428969",10,26,32,17,0.434328380435241
"4289711",19,20,39,17,0.657483307950617
"428979",16,24,33,18,0.836917127301508
"4289951",15,22,37,15,0.697570695340307
"429006",10,18,36,9,0.298287480893559
"429008",8,27,31,21,0.353723940927839
"429012",5,22,33,13,0.0695285276660504
"429019",16,20,38,19,0.787059596348573
"429030",13,19,35,20,0.863631429727074
"429032",14,20,32,11,0.606815077393364
"429039",13,20,31,15,0.775471454186862
"429148",11,29,29,22,0.584920164273344
"429176",8,31,30,24,0.303698146851457
"429227",12,30,29,26,0.677101757900858
"4292461",15,25,30,21,0.903208616908714
"429253",10,31,29,27,0.500461235385139
"4292681",11,18,37,15,0.650761415010573
"429270",14,20,31,16,0.82148109378542
"429275",8,26,32,19,0.316519902689109
"429288",13,24,29,13,0.63443792217932
"429300",8,25,33,23,0.429216091063086
"429308",14,18,34,13,0.690815827002907
"429310",18,21,39,15,0.666920303756149
"429316",9,21,31,12,0.368275508868139
"4293201",15,16,36,6,0.338778503956607
"4293231",16,21,38,16,0.735097346020583
"429326",14,22,31,12,0.640690185079013
"4293331",15,15,37,12,0.555347266583138
"429338",20,21,39,17,0.648275656226244
