"","y1.PC","y0.PC","y1.IP","y0.IP","box.ni.final"
"408552",8,22,31,13,0.283977393093945
"408568",15,16,36,11,0.564234537743024
"408572",9,22,29,10,0.262981236763568
"408582",18,24,11,47,0.617237402073457
"408598",20,22,14,44,0.557237347465166
"408657",10,32,29,27,0.478791319103466
"408683",10,32,29,25,0.460025918731955
"408752",3,26,27,18,0.0443997661520263
"408775",12,25,29,18,0.715277380469225
"408794",13,23,30,18,0.829385050038265
"408799",25,17,34,24,0.326310117604103
"408806",18,24,33,17,0.809762091245229
"408815",10,15,37,14,0.658395085657116
"408823",12,19,34,17,0.794163193752782
"408826",12,27,32,25,0.74475270881889
"408830",16,20,38,20,0.793242140343852
"408853",10,16,35,11,0.498510903740393
"408855",6,20,36,8,0.0370914149522455
"408857",14,18,31,7,0.426429215286328
"408859",7,28,30,21,0.262828334573535
"408866",10,18,35,7,0.208143561801521
"408871",6,26,29,17,0.166948949788428
"408873",9,22,31,14,0.417609161838935
"408886",11,25,32,26,0.741911150582419
"408892",10,14,38,12,0.573444037453203
"408897",16,18,38,16,0.699438412439954
"408980",12,29,31,26,0.685763203114812
"409045",14,25,29,20,0.864279819603802
"409116",18,22,34,16,0.756363596026269
"409139",11,18,33,12,0.571131634106878
"409168",10,24,32,24,0.69601274752247
"409177",12,16,36,14,0.683704218998915
"409183",5,22,30,13,0.0928929002554445
"409188",15,18,34,13,0.665677181815805
"409193",14,21,32,15,0.770457748408059
"409197",18,20,38,16,0.687726540909996
"409201",8,22,33,17,0.388632489694078
"409205",15,14,35,6,0.34719518222907
"409217",11,20,32,11,0.474632778456161
"409220",11,25,29,17,0.618854245933238
"409227",15,20,35,18,0.802011048088284
"409233",18,24,36,20,0.847047688624941
"409237",17,23,37,21,0.851278217528886
"409254",22,20,13,45,0.30250562395309
"409364",5,24,29,12,0.060242647603659
"409457",10,29,28,21,0.4902802373491
"409461",9,23,31,15,0.41295422352942
"409476",11,26,28,17,0.595949098436011
"409487",14,17,34,11,0.59719862309512
"409515",13,15,35,9,0.495985527721552
"409534",7,21,35,19,0.360922245770519
"409555",7,17,36,10,0.192533714784798
"409557",15,19,38,16,0.72163814620006
"409563",18,20,39,17,0.690920224615687
"409567",18,22,38,20,0.794460353539972
"409568",5,20,32,13,0.115505076697809
"409772",9,31,29,25,0.417834914691416
"409783",8,25,29,14,0.257431346453422
"409808",12,22,29,15,0.717788889155646
"409810",10,17,33,12,0.562422003418939
"409820",9,22,32,15,0.441287036471984
"409824",13,17,37,15,0.71961014582143
"409838",6,19,35,10,0.0942494299949968
"409841",8,26,32,24,0.41757708708391
"409842",8,18,36,8,0.154136752436637
"409843",7,27,31,19,0.227297825589144
"409846",16,24,32,18,0.857131131622427
"409853",7,26,31,18,0.238417234403719
"409854",12,21,30,9,0.42515916781642
"409855",12,19,35,18,0.79771665985504
"409859",12,16,35,13,0.663154916863632
"409862",11,20,33,6,0.176527162923464
"409876",7,22,32,9,0.0834935330307918
"409878",10,18,33,11,0.464844480093052
"409883",16,13,39,8,0.367887389812875
"409889",14,20,31,11,0.621529761292192
"409890",8,22,30,12,0.268661733850763
"409893",7,21,32,10,0.133820184829931
"409896",11,17,35,13,0.617546189527848
"410033",9,28,31,26,0.48731817470093
"410067",14,27,30,23,0.858730720589527
"410152",13,24,29,18,0.804105517521674
"410162",15,25,30,20,0.894962599770072
"410169",13,17,38,16,0.728656054227063
"410173",14,19,32,13,0.717106943390412
"410178",13,16,34,9,0.513694950552091
"410179",25,17,42,16,0.311002516096019
"410186",7,25,32,18,0.241929646287442
"410197",6,28,31,21,0.170464029341663
"410201",10,28,30,24,0.558338026569776
"410208",17,20,36,15,0.704002154002549
"410230",12,15,35,10,0.540984398271894
"410332",10,21,33,16,0.573808899291386
"410346",9,33,29,29,0.396005084582125
"410370",9,29,28,20,0.39869625764652
"410375",5,21,32,14,0.108762279056327
"410395",4,33,26,25,0.0891078997864814
"410427",14,23,30,17,0.835086722868381
"410449",15,21,31,15,0.792247118394163
"410454",11,14,37,10,0.511518091849823
"410475",10,21,32,15,0.565796580418413
"410501",9,17,36,8,0.236183671169739
"410506",18,21,36,17,0.741573920506431
"410509",12,23,29,16,0.719118862442015
"410513",10,25,32,25,0.661502912173444
"410525",17,24,35,20,0.860752654951387
"410526",11,15,35,11,0.570453936331404
"410537",10,16,37,13,0.575338603760861
"410538",9,21,30,10,0.279546767172649
"410556",12,17,34,9,0.458559988380179
"410612",25,17,19,39,0.226665549835535
"410621",18,24,13,45,0.715805143960111
"410641",8,34,16,42,0.360822639609713
"410683",10,32,18,40,0.53403705162119
"410733",8,30,29,25,0.360562050486225
"410736",13,24,32,21,0.83525087720033
"410744",10,23,32,21,0.659179105929556
"410774",8,27,30,17,0.273226061183913
"410804",12,28,28,20,0.673670796030671
"410814",10,26,31,21,0.558359654773368
"410836",14,16,38,12,0.597477715744451
"410840",17,24,34,19,0.857290680874265
"410843",21,20,42,15,0.547412253408113
"410845",13,16,35,12,0.643609915766027
"410849",5,23,33,17,0.12565415139202
"410850",9,25,31,17,0.404306697929639
"410851",19,18,36,11,0.516930885625202
"410857",9,22,30,11,0.298047572077676
"410865",6,23,32,9,0.0419700642682276
"410867",11,20,30,9,0.403244796773277
"410868",11,18,33,14,0.66922316856072
"410869",16,20,33,15,0.748254138595458
"410873",13,18,35,18,0.81181813388565
"410878",13,19,36,18,0.807776723089945
"411017",13,28,31,24,0.768816356831329
"411095",9,21,33,17,0.520650645862718
"411099",11,30,31,26,0.583404243390962
"411102",11,18,35,16,0.707738219300607
"411131",6,27,32,21,0.182985235608593
"411133",10,23,33,20,0.637306314642528
"411142",12,26,28,18,0.698405633516084
"411157",7,26,29,14,0.164806140294962
"411163",18,16,39,11,0.478265234678928
"411168",11,16,35,12,0.59169318195518
"411213",9,21,31,11,0.307621691107286
"411217",8,29,29,18,0.264405906609366
"411218",11,27,28,16,0.519641558969479
"411219",9,23,31,13,0.330129305281463
"411221",26,16,20,38,0.177417939423481
"411279",17,25,13,45,0.797510292971514
"411426",9,19,35,15,0.512046357904886
"411427",13,22,29,12,0.653699677685657
"411433",11,22,33,22,0.778575608939069
"411442",9,24,31,16,0.417834710352596
"411452",6,31,29,26,0.202888599236748
"411459",10,29,29,22,0.494418901478769
"411470",7,33,29,27,0.238505237372187
"411499",13,20,33,18,0.835854996131514
"411524",16,20,32,14,0.73692045887032
"411536",6,24,32,18,0.194858253624903
"411542",6,24,33,19,0.201976326191998
"411546",12,22,29,13,0.630281098520537
"411547",16,22,36,20,0.845559776008687
"411549",19,16,41,10,0.406355324798358
"411550",8,16,37,11,0.328846850563971
"411584",27,15,27,31,0.185466891805454
"411594",19,23,13,45,0.613012386219885
"411616",25,17,18,40,0.205338098716677
"411633",25,17,27,31,0.309682768798094
"411747",5,34,27,28,0.137217596835665
"411778",10,28,28,20,0.509830615105667
"411785",11,19,32,12,0.584062260618855
"411794",16,20,36,18,0.783895684916521
"411798",10,21,33,20,0.701490521914295
"411821",18,22,37,17,0.74292535965348
"411822",11,23,29,13,0.52383157676905
"411825",5,22,32,11,0.0514472481349652
"411826",13,19,34,14,0.703293329120839
"411828",13,21,35,21,0.851475565856843
"411834",8,20,33,9,0.165930028599782
"411843",6,20,35,9,0.0587600357526395
"411849",15,19,33,13,0.704183373048949
"411851",13,26,29,20,0.78023848661686
"411860",10,20,33,13,0.490770293394561
"411868",13,15,36,8,0.432356930720977
"411869",16,19,32,9,0.552377258825634
"411876",9,27,28,16,0.352067827059588
"411933",14,28,14,44,0.86490753052495
"411950",7,35,26,32,0.262610101603204
"412096",8,24,31,17,0.356834148941865
"412152",12,18,33,11,0.590968845175225
"412160",2,26,28,14,0.0083381562637322
"412161",10,25,30,17,0.506703989559417
"412162",12,17,33,10,0.537614649304301
"412172",9,17,35,15,0.606639084129581
"412174",7,26,33,24,0.325471506637418
"412175",12,14,38,12,0.601357632159571
"412176",9,23,32,16,0.428958017289177
"412177",6,22,34,16,0.180922506392091
"412179",27,15,35,23,0.202434227285615
"412190",15,18,36,15,0.712200948158397
"412198",11,22,32,19,0.73653696775444
"412203",17,18,37,14,0.63158533537589
"412206",16,22,33,17,0.812404508744116
"412312",8,32,28,24,0.298272981478041
"412322",7,30,30,25,0.268652101727297
"412324",6,36,25,33,0.201953886165036
"412385",11,20,35,22,0.822364061514054
"412393",11,28,31,26,0.651863974382465
"412439",8,24,31,15,0.298798535738632
"412459",14,22,30,14,0.747653484290716
"412467",10,23,32,23,0.700614160956778
"412475",7,20,32,11,0.192294607177171
"412476",7,30,29,22,0.236914140100415
"412489",14,18,33,13,0.69938050637764
"412499",6,21,34,15,0.178053383081572
"412500",7,23,29,11,0.144702185985991
"412522",13,16,39,16,0.691340072034331
"412524",18,20,37,15,0.682954353685108
"412529",18,19,37,14,0.631160311818036
"412537",13,14,35,8,0.448342659275763
"412588",23,19,14,44,0.247782708152548
"412747",5,28,30,21,0.125214439635338
"412749",11,24,32,25,0.771949998184345
"412765",10,27,30,23,0.58056208249716
"412773",15,19,36,16,0.735755148027071
"412782",10,20,33,15,0.595464720545409
"412786",17,21,37,17,0.756115543397895
"412799",9,26,30,19,0.450417133719667
"412807",6,19,34,13,0.183852438261816
"412811",14,18,33,11,0.612662885135853
"412814",26,16,40,18,0.25061996598726
"412824",5,19,35,11,0.0657416992703107
"412845",14,21,30,13,0.722331768708569
"412850",11,29,29,23,0.607919847105357
"413007",14,21,36,21,0.869613546626579
"413046",10,31,28,25,0.494387280270011
"413054",13,28,30,23,0.770464215314591
"413083",15,25,28,18,0.884686901443595
"413109",11,24,33,24,0.759066042952834
"413175",20,21,40,17,0.645560416701403
"413190",15,21,37,21,0.852449802484664
"413229",12,30,15,43,0.721640595050506
"413251",9,33,19,39,0.443620919069531
"413301",28,14,27,31,0.137843054990777
"413319",6,31,30,25,0.182984131527659
"413354",4,31,28,25,0.0982179811428518
"413426",8,22,34,16,0.357857905540765
"413427",5,22,32,15,0.108569174537266
"413429",10,27,32,25,0.58587734728372
"413446",15,22,35,22,0.89348557900189
"413475",9,19,33,11,0.353009627174257
"413478",20,21,39,16,0.637068983356947
"413481",15,20,38,19,0.795411004890766
"413486",9,29,29,21,0.403398735355261
"413494",8,17,35,12,0.379708058274749
"413495",13,20,35,20,0.860198063336061
"413500",9,15,39,13,0.516057416348838
"413503",9,25,30,14,0.314905044817223
"413516",8,20,31,11,0.278509248275145
"413521",10,18,33,9,0.352461768488234
"413641",16,25,31,20,0.902133000910233
"413664",8,31,29,24,0.31162276079953
"413688",9,29,29,23,0.435439984487456
"413694",9,30,31,26,0.440565731102876
"413723",14,26,30,22,0.866793965729052
"413750",10,31,29,26,0.495609209965167
"413773",7,22,34,19,0.332802253806422
"413786",5,26,30,19,0.125536416133216
"413798",16,20,35,15,0.732099787581725
"413812",12,22,33,23,0.849863447032139
"413838",7,25,33,19,0.251309434392036
"413841",18,21,38,17,0.739249770289477
"413846",14,22,34,20,0.856501180354269
"414076",19,22,39,18,0.72394170221871
"414082",16,22,32,16,0.806896109067104
"414091",12,26,32,24,0.762532451554355
"414093",17,21,34,16,0.762931986045469
"414097",15,20,32,13,0.705219512729369
"414149",7,19,33,11,0.202540605460153
"414164",6,26,31,19,0.176972759242944
"414166",9,19,34,14,0.478530989082127
"414171",13,19,34,16,0.770646185790987
"414181",5,20,35,10,0.0455523822383882
"414182",6,26,32,22,0.221222363986598
"414196",16,26,11,47,0.776454853736749
"414203",24,18,16,42,0.233466011227119
"414339",12,28,32,26,0.715473178342778
"414375",12,25,32,23,0.773355104038881
"414406",12,21,34,23,0.876234496202712
"414430",5,30,30,25,0.144555618669878
"414441",6,27,29,18,0.166268370778335
"414463",7,21,31,11,0.172575883058637
"414464",20,22,37,17,0.688866087545299
"414491",12,17,34,7,0.33100404680827
"414499",7,17,36,12,0.270950699349935
"414500",13,17,36,16,0.742157433088322
"414505",13,14,36,9,0.472753366809672
"414510",17,21,33,15,0.746369371700847
"414511",11,15,37,11,0.523083472626045
"414595",26,16,23,35,0.212272888781243
"414660",2,25,27,16,0.0167029209414512
"414696",8,25,33,20,0.374044672538896
"414724",25,17,33,25,0.326980119182282
"414733",5,25,28,14,0.086185633700151
"414760",15,22,36,21,0.862213038698057
"414776",6,21,34,17,0.227096863009463
"414778",11,27,28,20,0.621179623433765
"414779",15,23,33,19,0.875166196325347
"414788",6,22,33,17,0.210083369916428
"414789",12,25,27,14,0.622222675217511
"414793",9,25,33,23,0.514048783115308
"414811",15,18,31,8,0.504564675472469
"414836",14,17,33,10,0.5717177193898
"414845",3,21,32,14,0.0273578920093375
"414848",12,17,35,16,0.773661679448917
"414895",28,14,25,33,0.126900412240189
"414934",9,33,21,37,0.439427357075012
"415067",9,22,33,22,0.62793619557059
"415086",8,23,33,16,0.332173125569698
"415087",10,26,32,26,0.628623770099227
"415110",10,17,35,16,0.701022424350976
"415139",14,16,35,9,0.500217109303299
"415162",25,17,38,20,0.321624573570305
"415186",11,31,15,43,0.634257991606354
"415260",13,22,29,14,0.736975049881017
"415343",5,31,28,24,0.134696725385868
"415403",7,26,30,17,0.223671984985419
"415435",17,24,33,18,0.84316593774752
"415451",12,23,28,13,0.629200829074245
"415476",10,17,35,14,0.610700029925016
"415483",7,21,34,14,0.225070902970902
"415484",10,22,33,19,0.638273466331526
"415486",5,22,33,16,0.120721191975659
"415510",14,16,37,13,0.623097569758172
"415748",27,15,33,25,0.199074129707324
"415762",12,18,35,15,0.725899529586467
"415785",15,13,37,7,0.358367307135204
"415787",15,22,30,15,0.805110606090127
"415806",8,21,33,8,0.10539676418952
"415813",20,21,41,16,0.628739349847539
"415822",16,18,35,13,0.636320368158946
"415831",11,20,34,19,0.771774054447694
"415982",11,25,28,16,0.595704791091059
"416062",17,20,33,14,0.705799712541756
"416071",7,26,29,16,0.212909597864448
"416120",6,24,29,11,0.083482431590111
"416124",8,20,34,16,0.424368914757477
"416128",7,32,28,25,0.243364733597703
"416131",12,19,34,15,0.70491329974163
"416142",22,16,45,11,0.32889028726292
"416153",14,17,37,16,0.716249284855505
"416159",8,30,30,26,0.359222626564012
"416160",21,21,42,16,0.591156822684463
"416170",17,21,38,20,0.79378169684156
"416240",26,16,32,26,0.255743201448153
"416319",11,24,30,17,0.640841818141111
"416419",1,23,28,18,0.00919352940697898
"416428",11,21,33,21,0.806092585773097
"416442",6,25,31,18,0.182647843877225
"416443",15,22,35,20,0.854453248174223
"416455",4,35,26,29,0.0955204254123706
"416465",14,18,32,10,0.587170331380274
"416475",15,18,35,12,0.636167693126346
"416483",13,18,37,16,0.73455026785124
"416494",9,20,33,12,0.368788120097842
"416495",7,27,32,22,0.277100383510277
"416639",12,21,30,11,0.548841055594279
"416683",7,35,25,33,0.265537621317845
"416730",4,20,32,14,0.0749390862233285
"416733",9,29,30,22,0.406845547845241
"416747",7,31,29,23,0.238760104295494
"416751",17,25,33,21,0.899251057882356
"416772",11,16,36,13,0.625149542556012
"416775",5,25,29,11,0.0394793610092549
"416781",13,25,29,19,0.800358957285597
"416789",13,16,33,8,0.462492692616488
"416815",14,20,29,7,0.418850916276653
"416885",24,18,17,41,0.260312115766331
"416953",7,32,30,27,0.245190267020588
"416987",9,18,35,16,0.58893207057038
"417029",7,33,28,24,0.215230340513476
"417067",6,24,29,13,0.129141856726625
"417069",19,20,38,15,0.643838820741941
"417070",8,34,28,30,0.318957033311151
"417075",11,23,33,23,0.758712042114029
"417085",15,18,38,17,0.742719691942617
"417097",9,23,33,21,0.558624435480212
"417114",15,25,29,17,0.83557504186159
"417121",7,22,32,13,0.194841134669638
"417129",6,21,31,12,0.143108549090909
"417135",7,22,33,16,0.271434245736159
"417145",13,23,28,14,0.729797361890404
"417149",9,20,34,17,0.547941034790572
"417151",5,20,33,12,0.0859298294258231
"417299",7,32,29,24,0.227524250176659
"417333",6,30,30,26,0.205515982975535
"417391",4,22,31,13,0.0448452885734336
"417393",6,19,34,11,0.124289833720059
"417407",10,26,32,24,0.614036981790499
"417426",14,18,35,15,0.73067120671659
"417429",15,23,36,22,0.884473447227424
"417436",10,21,31,12,0.447753359531729
"417458",19,21,39,17,0.688291640115839
"417467",10,23,31,14,0.454024610608397
"417474",12,20,34,18,0.792413331463994
"417546",23,19,15,43,0.280582254226154
"417662",7,35,27,31,0.244960639062915
"417710",11,17,33,9,0.448292772631102
"417721",3,28,24,17,0.0421976390784669
"417723",12,18,32,8,0.401544001436709
"417739",13,29,31,25,0.754375525992053
"417771",13,20,34,17,0.7834230558188
"417779",19,21,40,18,0.702270819121045
"417784",11,18,35,18,0.784973617878695
"417789",9,30,28,23,0.416453568913414
"417808",6,26,30,18,0.170845270753069
"417819",10,15,37,12,0.545727876554974
"418017",9,29,31,27,0.471749473404419
"418049",16,18,34,12,0.623192511746327
"418076",15,14,36,5,0.30031040585369
"418081",4,22,32,12,0.0318412510297084
"418086",8,26,26,10,0.154557790092959
"418099",8,22,32,8,0.0956388250277195
"418105",8,18,36,14,0.394534926845446
"418107",15,23,29,15,0.808780203650411
"418117",21,21,38,14,0.589425229194339
"418120",11,26,29,16,0.542054231390188
"418133",6,25,29,14,0.125137898526566
"418136",10,15,38,11,0.491951118312384
"418137",7,24,30,13,0.173677055781532
"418142",10,17,35,12,0.522174324081119
"418147",14,17,36,13,0.655504211362089
"418429",12,23,29,14,0.660238505671576
"418441",10,16,36,14,0.630251750087116
"418444",10,16,35,9,0.380802899763932
"418452",11,17,36,18,0.788553111781031
"418465",13,24,27,14,0.71360473332679
"418469",16,21,37,20,0.832932562950623
"418479",11,28,29,22,0.627314769709762
"418594",27,15,29,29,0.191939504056487
"418629",9,27,31,23,0.477143282541769
"418745",4,22,33,11,0.0206343276384936
"418773",15,20,37,18,0.787098823756835
"418780",23,19,43,15,0.452037887370224
"418795",10,16,34,10,0.474724138377046
"418797",14,22,35,21,0.87517492711219
"418798",10,20,31,11,0.421518878613468
"418808",14,19,38,19,0.796551832694071
"418838",14,28,11,47,0.802513001426193
"418919",27,15,34,24,0.200993292225528
"418983",6,33,28,27,0.185512653712801
"419053",9,22,34,19,0.54761489444153
"419062",13,25,31,21,0.808336340956209
"419066",7,26,32,21,0.285323009911766
"419086",5,16,37,12,0.143221094593287
"419109",9,21,34,20,0.608454408100173
"419132",9,18,36,17,0.601672573142167
"419135",5,23,31,11,0.0466000920869367
"419136",13,16,34,7,0.399460486931973
"419406",12,22,30,14,0.652913365555987
"419411",17,17,42,16,0.600330927675264
"419429",11,24,29,14,0.548890250047483
"419439",11,17,36,14,0.653059873694473
"419676",6,27,31,22,0.20899633732241
"419683",7,28,28,15,0.161376291852573
"419703",18,20,35,15,0.690506739874515
"419728",7,29,30,22,0.250106261279018
"419738",13,24,28,17,0.799790444444419
"419760",11,15,36,10,0.496802196868793
"419788",17,18,39,16,0.657905023743441
"419793",12,23,29,12,0.555546396895534
"419830",26,16,21,37,0.189606942685604
"419933",8,26,31,17,0.29067732630899
"420019",9,21,33,13,0.375851122157444
"420033",6,27,30,19,0.174622636923543
"420066",17,21,37,19,0.788500933214762
"420091",21,20,41,16,0.57192608919431
"420122",9,20,35,18,0.563041898835956
"420130",12,19,35,20,0.8390259591499
"420154",26,16,28,30,0.243277826312371
"420413",17,19,36,14,0.654337626203846
"420417",5,22,31,12,0.0650836576646842
"420425",16,24,34,20,0.877277548917408
"420428",6,24,28,12,0.1138631124389
"420434",8,23,31,8,0.0851139258664179
"420436",14,16,38,14,0.636800334073728
"420493",7,24,34,21,0.326940822094275
"420704",7,26,30,15,0.179485646264866
"420715",11,31,30,26,0.562003749723055
"420719",7,27,31,21,0.269024164652065
"420724",18,14,36,6,0.312691210003639
"420775",5,20,34,11,0.0609528445083036
"420778",6,23,30,13,0.131628923626085
"420829",20,22,12,46,0.46662540241992
"420868",6,36,24,34,0.207297027921278
"420913",11,30,29,24,0.582957901812607
"420956",7,23,31,13,0.188525902820303
"421014",16,21,32,15,0.772119327307377
"421073",10,21,30,11,0.416070867590456
"421076",6,21,33,10,0.0776515610442542
"421117",7,24,29,10,0.106160955355209
"421313",12,23,31,18,0.760554978054246
"421359",7,24,31,8,0.0478257840893612
"421388",22,20,41,15,0.515321314944002
"421408",15,20,31,12,0.684524408906043
"421422",11,14,37,8,0.39564227739099
"421496",21,21,14,44,0.451194245939099
"421576",27,15,28,30,0.190070127970423
"421607",27,15,20,38,0.12244484022479
"421665",10,30,31,27,0.517844063185246
"421713",10,23,33,22,0.66833873936968
"421736",6,29,30,21,0.16342146122783
"421739",26,16,39,19,0.254033449883073
"421741",19,19,38,14,0.590536916769968
"421750",17,19,35,13,0.642241493334616
"421753",15,16,35,10,0.54921533269299
"421843",11,29,31,25,0.608373277176756
"421928",10,28,30,22,0.517302496237743
"422050",15,18,34,11,0.604973832592801
"422102",11,17,35,7,0.287943978371796
"422153",14,28,12,46,0.837874148106898
"422294",26,16,31,27,0.252326114580991
"422387",7,23,33,19,0.311337030105199
"422411",14,19,30,9,0.5501904988277
"422500",10,32,17,41,0.534992772650054
"422587",26,16,34,24,0.258596971259214
"422596",7,26,32,23,0.320615973860715
"422614",8,23,34,21,0.449380641845522
"422680",16,20,39,19,0.77918138694932
"422682",13,22,35,22,0.868063168160854
"422733",11,18,33,10,0.469679722332946
"422748",6,25,33,20,0.191538910355284
"422755",12,18,36,18,0.790901464824079
"422757",17,21,32,14,0.730142054258062
"422805",8,32,29,25,0.304123466207622
"422813",7,35,11,47,0.28925037407611
"422826",9,33,17,41,0.445301848524511
"422833",22,20,12,46,0.26436153964647
"422955",10,19,35,18,0.686344338837979
"422967",5,28,30,23,0.147936312250438
"422980",17,20,34,15,0.726914573798201
"423006",9,26,32,25,0.544667629984784
"423066",11,25,29,15,0.537966939981225
"423069",24,18,39,19,0.390601002083091
"423085",6,21,36,19,0.246876123821554
"423120",22,20,15,43,0.382201455773009
"423309",8,17,37,16,0.517587868847377
"423359",14,19,34,13,0.674111169138317
"423373",16,17,37,12,0.574736600015584
"423374",16,17,38,13,0.603826958372261
"423401",11,17,35,15,0.709536164240762
"423402",8,19,33,10,0.233859721266757
"423404",6,19,37,8,0.046590013142744
"423412",7,27,29,17,0.218512745080863
"423423",9,17,36,14,0.52145023263103
"423425",20,22,39,17,0.682054551730379
"423576",16,24,31,17,0.840323876486783
"423648",15,18,39,18,0.752174720946242
"423703",8,18,34,10,0.249179044776699
"423729",9,18,35,14,0.511494419167581
"423898",26,16,35,23,0.259168138960279
"424019",27,15,37,21,0.201473549727805
"424032",15,24,29,18,0.870841277623902
"424053",8,24,32,16,0.308735709514304
"424058",16,18,33,11,0.609204721490745
"424062",16,24,31,19,0.888596251308648
"424065",4,22,31,15,0.0639211533283846
"424079",13,15,34,8,0.461354674008717
"424372",9,17,36,12,0.444966256530202
"424387",10,19,36,19,0.704618725630457
"424393",17,21,36,16,0.733357318239312
"424395",11,20,34,21,0.812963730798427
"424416",9,16,36,13,0.528323537902406
"424557",14,24,28,16,0.810568065650631
"424583",6,25,33,22,0.239029400078853
"424658",8,31,29,22,0.292089804028869
"424959",8,15,37,10,0.316753973539715
"424995",9,31,30,26,0.416764231676658
"425001",10,24,29,13,0.410560886539592
"425004",9,31,29,23,0.377739753135234
"425049",17,19,39,17,0.688787084439929
"425056",13,19,35,19,0.835169524483437
"425079",17,19,38,16,0.683059433787158
"425210",13,27,29,21,0.776776068443569
"425227",12,29,28,21,0.651979352878992
"425295",8,30,29,23,0.325297625978202
"425303",7,23,32,14,0.198130388641973
"425325",11,30,27,22,0.577583266945235
"425334",11,29,30,24,0.609324764557544
"425346",10,23,29,12,0.416911494918036
"425360",13,17,33,7,0.382251055605705
"425368",8,17,36,13,0.399552980571175
"425373",4,25,32,19,0.0717334062344247
"425381",11,19,32,10,0.468559863328702
"425400",20,20,40,16,0.607253171634034
"425409",17,20,39,18,0.735371812320592
"425499",7,34,27,26,0.234210646374663
"425525",7,35,21,37,0.278122610896398
"425580",5,29,26,16,0.0824465508630471
"425678",16,21,37,18,0.792094584835747
"425682",7,21,35,17,0.303561899528595
"425688",14,15,34,7,0.414418152806016
"425709",23,19,41,17,0.463166686106412
"425717",11,17,37,19,0.799036380318853
"425738",10,22,31,11,0.356845040969555
"425845",26,16,26,32,0.23831166195382
"425917",10,29,28,19,0.458285583280156
"425944",12,22,34,22,0.832267643332928
"426012",7,25,33,21,0.303027611678341
"426027",16,16,37,11,0.531889170915454
"426066",11,19,32,8,0.338654729565553
"426067",14,20,30,12,0.702554384120596
"426300",19,21,36,16,0.701802584974388
"426306",7,22,33,14,0.213896625386061
"426367",11,21,31,11,0.467430322849972
"426380",27,15,36,22,0.202914620753011
"426419",23,19,16,42,0.312984557717782
"426596",8,31,28,21,0.286690085415695
"426652",9,29,29,19,0.366289815638715
"426657",9,32,29,24,0.369491439308823
"426672",10,24,31,17,0.523455281445381
"426679",18,24,35,19,0.834977013093117
"426681",21,19,42,14,0.509817167436674
"426712",14,27,26,17,0.794405703082824
"427003",8,17,35,10,0.278031911169016
"427005",11,21,32,14,0.590312567595027
"427053",11,17,34,8,0.359407408600436
"427137",6,36,26,28,0.177462853429483
"427249",11,28,28,21,0.61097512856002
"427278",14,22,35,23,0.904948022899108
"427288",4,24,30,12,0.0262984134831804
"427370",24,16,47,11,0.276104024208778
"427371",28,14,36,22,0.1556767020997
"427375",6,25,32,19,0.186852614283103
"427524",10,27,28,17,0.481605461737943
"427563",14,27,29,22,0.85357990150867
"427659",14,20,35,17,0.807060350324839
"427685",7,22,30,11,0.159503596874261
"427688",11,25,31,21,0.686870667009046
"427693",5,25,31,19,0.134513093735067
"427694",9,28,28,17,0.358173222175523
"427708",14,15,36,9,0.487011775133345
"427831",6,36,26,32,0.191001993211461
"427977",14,18,35,13,0.667459611278973
"427990",3,20,35,12,0.0157957957880114
"427993",9,31,28,22,0.367398715898509
"428001",8,20,35,15,0.370169070921185
"428033",15,17,40,16,0.670269949881928
"428038",6,20,34,10,0.0853136101566321
"428227",9,30,30,25,0.434592792168316
"428380",13,17,37,17,0.754122662658964
"428588",26,16,27,31,0.241608184859381
"428612",4,21,33,16,0.0823941142038918
"428653",16,20,38,18,0.760619019448762
"428656",9,23,30,12,0.310438633071565
"428669",13,18,32,9,0.514421523818985
"428678",9,27,29,17,0.370811750275746
"428898",13,26,28,19,0.776611933529013
"428971",19,19,39,15,0.596855925318584
"428974",14,20,36,20,0.840230459876547
"428992",15,19,37,19,0.810324358397105
"428995",15,19,37,15,0.710768229700249
"429000",7,18,35,10,0.179939388725518
"429056",16,26,10,48,0.7321768127536
"429191",7,32,28,21,0.201944891904122
"429246",15,25,29,19,0.894145061971886
"429268",10,17,36,15,0.640842634669595
"429320",13,16,35,6,0.311482573430063
"429323",16,21,35,16,0.757416320078866
"429333",15,15,37,9,0.47894484843041
"429341",18,19,40,15,0.628381618153327
"429350",6,32,29,25,0.181990787809216
"429448",27,15,25,33,0.176980999625193
"429481",8,30,28,18,0.249565342749872
"429599",10,21,34,21,0.70782561892093
"429605",4,31,29,26,0.0989959242934162
"429633",18,19,38,15,0.638811961663581
"429645",13,17,32,8,0.47397572691068
"429676",6,22,30,12,0.13038417558783
"429700",9,16,37,12,0.447518705265743
"429743",7,35,22,36,0.275680281909483
"429972",14,16,35,11,0.596649792552165
"429991",16,21,30,13,0.742621727962659
"430030",4,24,28,14,0.0516847911479982
"430295",6,23,29,12,0.120157510109287
"430309",14,17,39,14,0.652674565703116
"430647",14,17,37,14,0.678172906158404
"430668",16,18,39,15,0.649536003166611
"430690",13,22,34,23,0.888383585596799
"430733",11,31,14,44,0.631057051043455
"430772",6,31,29,24,0.1791772401983
"430782",16,26,12,46,0.825165477701013
"430859",7,30,29,24,0.266424311760231
"430891",8,30,28,20,0.293118529279572
"430903",18,19,35,12,0.597190352740049
