"","x"
"129",-0.179732709287724
"130",0.27057400467699
"131",0.0780433745341755
"132",0.493521431234704
"133",0.00675346792962303
"134",0.38954032633278
"135",-0.0962448455742893
"136",0.288087830465038
"137",0.117775733638621
"138",0.495529896576096
"139",0.0637507966936814
"140",0.351088884918383
"141",-0.0600706572258949
"142",0.238769750083096
"143",0.186472347825533
"144",0.463263232846486
"145",0.0036791862039601
"146",0.373536828000449
"147",-0.112247235271902
"148",0.266090075042752
"149",0.128551177914777
"150",0.475538518148052
"151",0.00192772701491308
"152",0.329367226480412
"153",-0.093174886811173
"154",0.227226941965703
"155",0.111448265928104
"156",0.433162109643357
"157",0.0135954257457318
"158",0.393838599504258
"159",-0.0947767379709268
"160",0.28975863805185
"161",0.139758465812194
"162",0.500931815071185
"163",0.0502073414750597
"164",0.36677862322537
"165",-0.0645309645777146
"166",0.262938477703856
"167",0.175755050562639
"168",0.476935091303834
"169",0.121823356465841
"170",0.32870216398898
"171",0.00994601720827709
"172",0.221868121471824
"173",0.2324172371316
"174",0.433269770251784
"175",-0.0310012987953234
"176",0.40924628555966
"177",-0.164010783257082
"178",0.299855298614481
"179",0.0768030455343282
"180",0.51757586768552
"181",0.0927656026495105
"182",0.313956643949117
"183",-0.0256794899422858
"184",0.209945144505323
"185",0.207377500717993
"186",0.417652326414739
"187",-0.00726531171860241
"188",0.325620063594118
"189",-0.113263632575606
"190",0.226923788755844
"191",0.109679967936793
"192",0.426494812264338
"193",-0.0862840509554259
"194",0.410993048252508
"195",-0.259983073306686
"196",0.290360667264558
"197",0.0464598976953446
"198",0.539627617388906
"199",-0.0153906396784143
"200",0.373662887619185
"201",-0.129205143855824
"202",0.266494556061164
"203",0.108054132415364
"204",0.476745314573183
"205",0.107888459234636
"206",0.378629351757204
"207",-0.0181536058531114
"208",0.271209448335571
"209",0.213982407643016
"210",0.486300530340713
"211",0.100340218063451
"212",0.33781511436645
"213",-0.0238094978860844
"214",0.226743444529357
"215",0.213973157995422
"216",0.442453570385624
"217",-0.031858305870392
"218",0.390201840761141
"219",-0.170619036492735
"220",0.283047232951853
"221",0.0814445278410913
"222",0.499253130254387
"223",0.0180878267196607
"224",0.401463157542843
"225",-0.0717303412136686
"226",0.302246397848597
"227",0.124075402895338
"228",0.499900012285924
"229",0.0398650602754928
"230",0.345067910654198
"231",-0.0687682515068133
"232",0.236075000197761
"233",0.163409317173578
"234",0.446362609959952
"235",0.135324258394434
"236",0.291643024405608
"237",0.0243890261955378
"238",0.184395199832861
"239",0.24436312052834
"240",0.392051204743597
"241",0.0498517584647105
"242",0.34736892269929
"243",-0.066865273050192
"244",0.243355148172929
"245",0.174773249020017
"246",0.460891029072065
"247",0.0723961206263849
"248",0.408490788580356
"249",-0.0525533671720768
"250",0.301178839996575
"251",0.197955833035936
"252",0.523665531964328
"253",-0.023294755383398
"254",0.394264855472473
"255",-0.133511418590643
"256",0.289809544504627
"257",0.0896897184294969
"258",0.501803203595427
"259",0.0282793477440695
"260",0.414320474552236
"261",-0.0810117522846049
"262",0.304063002203788
"263",0.16402447178087
"264",0.526016515379802
"265",-0.109656279561138
"266",0.414255060439593
"267",-0.276137785918577
"268",0.292443261637283
"269",0.0335401429688527
"270",0.538845846737055
"271",0.0419961017704705
"272",0.306560083429582
"273",-0.0619862039390439
"274",0.201308479403051
"275",0.160864134780778
"276",0.407499259626378
"277",-0.0871706199580522
"278",0.358451913193586
"279",-0.245087343354504
"280",0.240505860627971
"281",0.0522400381026144
"282",0.478390815094164
"283",0.0133232383655127
"284",0.376828978370197
"285",-0.0830074443367917
"286",0.269546612630396
"287",0.133503176462471
"288",0.480469610271746
"289",0.00253349320848847
"290",0.444275805991826
"291",-0.0949172088504081
"292",0.340588265927811
"293",0.108612542342003
"294",0.550073470773587
"295",0.131748984224351
"296",0.330696871072191
"297",0.0156237986697724
"298",0.227580837823992
"299",0.236615208155837
"300",0.435224101177915
"301",-0.00582711553252215
"302",0.447051942881529
"303",-0.108134254840572
"304",0.335304248161783
"305",0.112658702574443
"306",0.553116903989994
"307",0.0512646082661887
"308",0.385220126725841
"309",-0.070769106380104
"310",0.282296809020631
"311",0.172010555673191
"312",0.501759690950891
"313",0.0767161564105314
"314",0.46724043192574
"315",-0.0380476220649425
"316",0.349819643294949
"317",0.202323741738199
"318",0.583020415641067
"319",0.0270806739502329
"320",0.467723009990688
"321",-0.07049943252665
"322",0.356541191243961
"323",0.156806920031439
"324",0.572252504410402
"325",0.0984635452760328
"326",0.393016767708356
"327",-0.0225222574371731
"328",0.284343675502331
"329",0.212997296984941
"330",0.504928663757785
"331",0.0396578601658529
"332",0.425949564327068
"333",-0.0692709608216648
"334",0.315313691684096
"335",0.162868738737972
"336",0.536577943741024
"337",0.0910764307633289
"338",0.336683050953538
"339",-0.02798795702273
"340",0.233296228355851
"341",0.213471063018687
"342",0.449684113296415
"343",0.0986698608694682
"344",0.376310818838494
"345",-0.0250730343624889
"346",0.271791948399719
"347",0.211233815773033
"348",0.494207700487115
"349",0.00953180421783781
"350",0.333315986303598
"351",-0.0888973696812843
"352",0.23353324577732
"353",0.125604631505071
"354",0.43243052892805
"355",0.138862878468254
"356",0.390061378989022
"357",0.0207009366691314
"358",0.285239825358764
"359",0.249545562522279
"360",0.498196405762357
"361",0.0768550132973347
"362",0.353268003008236
"363",-0.0438970117511688
"364",0.244159577549089
"365",0.201268614653311
"366",0.462491960028364
"367",0.0578646011136715
"368",0.407448560681152
"369",-0.0598199082425545
"370",0.295090703839308
"371",0.182997172325838
"372",0.516468003510197
"373",0.0324393518432336
"374",0.435616743345264
"375",-0.0780307552879766
"376",0.330338550780104
"377",0.151095371410102
"378",0.548964192614707
"379",0.0405047494039545
"380",0.41699908657861
"381",-0.0741385033976151
"382",0.312648608573206
"383",0.175965690001128
"384",0.534630543685248
"385",0.202478411260826
"386",0.327886704694379
"387",0.0513850165025878
"388",0.202576405134773
"389",0.370230572730999
"390",0.450596409514775
"391",0.11817726724079
"392",0.284028973975365
"393",-0.000439628284140153
"394",0.176761578874244
"395",0.228874284225565
"396",0.391119552144625
"397",-0.0125058108868705
"398",0.345042621665633
"399",-0.119170912784152
"400",0.24615460899745
"401",0.0903524117992757
"402",0.449535107900215
"403",0.113992654667533
"404",0.420705937369067
"405",-0.0148208176278541
"406",0.311437104366299
"407",0.226046322902235
"408",0.527068710763493
"409",0.030807069319284
"410",0.401096642531552
"411",-0.071132677218266
"412",0.294157813116528
"413",0.157789250906093
"414",0.502036039523263
"415",-0.0429033998495258
"416",0.441307469808652
"417",-0.192542375090566
"418",0.333669605406636
"419",0.074827687629041
"420",0.556315086696773
"421",0.0115884400750501
"422",0.342203168088601
"423",-0.0994721851787329
"424",0.232658455479059
"425",0.157880638399291
"426",0.447730481381941
"427",-0.132996575836623
"428",0.471922156301983
"429",-0.295064562207577
"430",0.347872013683603
"431",0.0237111338828874
"432",0.602543220376269
"433",-0.00773356800719617
"434",0.380404235209782
"435",-0.0994395242768594
"436",0.278691374545315
"437",0.0983796277883563
"438",0.483407430960214
"439",0.0825223542051742
"440",0.412367771395762
"441",-0.0405724044052837
"442",0.304717963193665
"443",0.203638265527041
"444",0.526979098976431
"445",0.0357540148795234
"446",0.452690067925443
"447",-0.0783137322298976
"448",0.333457162778119
"449",0.15643355902245
"450",0.560033899213835
"451",0.115501240284084
"452",0.458430836477878
"453",-0.0077784925022216
"454",0.35398796077295
"455",0.218357763574977
"456",0.56598436732533
"457",-0.0230323620749961
"458",0.431497174511991
"459",-0.133740567776649
"460",0.328299555847349
"461",0.0780504765638236
"462",0.530400153686113
"463",0.129892348132223
"464",0.350361527219344
"465",0.0174783676400332
"466",0.239637439449449
"467",0.234180478736915
"468",0.451807505162587
"469",0.0976442816264776
"470",0.357951011280643
"471",-0.0289274994910763
"472",0.245758325731088
"473",0.209867423650515
"474",0.471137884528527
"475",0.0549673819758741
"476",0.327855798248812
"477",-0.054154424620829
"478",0.222131794186561
"479",0.186376835731643
"480",0.437727172345318
"481",0.0554601246215007
"482",0.309552144056983
"483",-0.0628789488708956
"484",0.213692591905071
"485",0.173956986717198
"486",0.419596162442199
"487",0.0163820696758187
"488",0.453923479180217
"489",-0.079390979932675
"490",0.351843893189398
"491",0.129521954710121
"492",0.562995611033289
"493",0.0115786542022626
"494",0.465251257119398
"495",-0.0888053628362139
"496",0.354553512925567
"497",0.138442147308676
"498",0.571940768297469
"499",0.0752879599192058
"500",0.369210005114635
"501",-0.0393704086790801
"502",0.263149430645331
"503",0.19332053591573
"504",0.478605888410415
"505",0.106835517373748
"506",0.39822785294783
"507",-0.0238583863414108
"508",0.286036542288494
"509",0.218015027010788
"510",0.508073756386294
"511",0.0675994412758916
"512",0.462192418464525
"513",-0.0549791501215901
"514",0.348336275449469
"515",0.189486765758686
"516",0.5751682289297
"517",0.0946463737535438
"518",0.412214920544262
"519",-0.0260566568530925
"520",0.297441496169037
"521",0.214639231464546
"522",0.524688734272032
"523",0.157252690061337
"524",0.343817758481375
"525",0.0277305826807688
"526",0.234791397773475
"527",0.272741624391496
"528",0.454662989755549
"529",-0.135104298915717
"530",0.434932642774436
"531",-0.295088322246347
"532",0.310246005538383
"533",0.0234171494344744
"534",0.557821976590463
"535",0.113756419108837
"536",0.321386922983938
"537",-0.00789788057672698
"538",0.215731802838138
"539",0.228837860829642
"540",0.433768358026296
"541",0.0590242800130653
"542",0.422631785710278
"543",-0.0624020285852515
"544",0.308709588698535
"545",0.186239271346784
"546",0.535141060635333
"547",0.127546958074423
"548",0.388072290692248
"549",0.00969122356248075
"550",0.281789646642447
"551",0.236244101572465
"552",0.498863364380306
"553",0.114120569650258
"554",0.436748141349793
"555",-0.0106528422951246
"556",0.330641457382138
"557",0.223336309278909
"558",0.550858329374248
"559",0.166759365436951
"560",0.382527784462119
"561",0.0346807796659809
"562",0.252377186391392
"563",0.316042528297199
"564",0.49540229109574
"565",0.0199366003677438
"566",0.405970572374727
"567",-0.0853212019942789
"568",0.297355024572332
"569",0.147637705561163
"570",0.507975549234892
"571",0.11971573822451
"572",0.363468551556523
"573",-0.000192312679792965
"574",0.255387903235966
"575",0.227688975736541
"576",0.474380983723433
"577",0.0684498167436956
"578",0.478381214343334
"579",-0.0486344667887913
"580",0.372410456440287
"581",0.194840351552479
"582",0.595016311708666
"583",0.139360032834841
"584",0.315948045502648
"585",0.0288881376574129
"586",0.211157286368217
"587",0.248171760144681
"588",0.42628966735197
"589",0.0932731297211999
"590",0.448938756613131
"591",-0.033533848025694
"592",0.334903941045181
"593",0.208762748806214
"594",0.562379784479883
"595",0.0575074898183804
"596",0.440886737334962
"597",-0.0665885376719062
"598",0.327561254190202
"599",0.186816485339965
"600",0.553323485122585
"601",0.0530013811710846
"602",0.499190102978457
"603",-0.0630210931541632
"604",0.383210094494762
"605",0.191801303227089
"606",0.610564719476517
"607",0.14237923213786
"608",0.435032451831008
"609",0.0241462851444475
"610",0.317792027971359
"611",0.263833983590877
"612",0.546162463743202
"613",0.152702000459203
"614",0.392838702132932
"615",0.0245957353310965
"616",0.27946630101111
"617",0.273558764648281
"618",0.506180079559717
"619",0.182746108083504
"620",0.433785636032681
"621",0.0481826198030076
"622",0.301943438214387
"623",0.35463167827614
"624",0.556230446393923
"625",0.00190327196595722
"626",0.459932813346115
"627",-0.0978926191603771
"628",0.349524718435149
"629",0.119435547095556
"630",0.56366949754528
"631",0.0708538192428361
"632",0.426481145846197
"633",-0.0567724731523025
"634",0.318210542090299
"635",0.190838890299871
"636",0.540571914372225
"637",0.00134111503729959
"638",0.469473882492734
"639",-0.0899282187847401
"640",0.364431970854888
"641",0.104888134317514
"642",0.574392430019181
"643",0.125321281409358
"644",0.405294564351958
"645",-0.00417000484344585
"646",0.296688230759698
"647",0.22772545982308
"648",0.517076653270388
"649",0.285324674087775
"650",0.290164849585679
"651",0.116892224816176
"652",0.164577124872686
"653",0.441249394444189
"654",0.419683086852333
"655",0.118936142159269
"656",0.382276167061524
"657",-0.000339667971361708
"658",0.269506701837357
"659",0.226753204737713
"660",0.491414221035184
"661",0.185148470017019
"662",0.40314427238556
"663",0.0438075652027882
"664",0.278045420688382
"665",0.353333871383506
"666",0.527655768159715
"667",0.236171426513411
"668",0.315684894329999
"669",0.0686726226889878
"670",0.190520095639872
"671",0.404715762600882
"672",0.456063003914809
"673",0.121884305398883
"674",0.442278942835257
"675",-0.0043342406978914
"676",0.337853809378895
"677",0.231884956516915
"678",0.553856578510411
"679",0.169347347660107
"680",0.398282393924567
"681",0.0359592241488714
"682",0.272564927812864
"683",0.324468826727752
"684",0.52237209937436
"685",0.126190415240231
"686",0.42208341572817
"687",0.00809762001573907
"688",0.315801067604147
"689",0.232268221508107
"690",0.535759671087659
"691",0.149195629399437
"692",0.338323898143295
"693",0.0230905392641571
"694",0.229952957891314
"695",0.260246886350179
"696",0.443672557084884
"697",0.00983753704286984
"698",0.483613458268273
"699",-0.0962312567206666
"700",0.380375722714983
"701",0.127745073205111
"702",0.595644860856331
"703",0.00488075071737324
"704",0.514703220631024
"705",-0.121645811238658
"706",0.402625961169717
"707",0.132026151885644
"708",0.624684724342565
"709",0.142287800618856
"710",0.382827494132669
"711",0.0265178426164433
"712",0.279585693400775
"713",0.260999931473756
"714",0.497213227759574
"715",0.224559795596991
"716",0.327958117462962
"717",0.0730256130565355
"718",0.200415097093992
"719",0.392304070634065
"720",0.442825017589361
"721",0.186641527427895
"722",0.372157549540118
"723",0.0507902605035567
"724",0.250420476808086
"725",0.367721507144548
"726",0.498260024992418
"727",0.0366479014877192
"728",0.442882347498864
"729",-0.0772649334632861
"730",0.330171502769451
"731",0.165723828243487
"732",0.551513034652108
"733",0.14953664052979
"734",0.373308067080962
"735",0.0242797772977023
"736",0.252134241991375
"737",0.277433912176231
"738",0.479319106334713
"739",0.175347846625186
"740",0.372670476387084
"741",0.0401550626904724
"742",0.253736970681857
"743",0.338528813921479
"744",0.494625698923392
"745",0.137718002910871
"746",0.334018579051721
"747",0.0287836983339723
"748",0.230529138419494
"749",0.247286009027206
"750",0.444778933223636
"751",0.0178691252663535
"752",0.428137699631442
"753",-0.086458527094512
"754",0.313351056676686
"755",0.15971922095572
"756",0.535712648526437
"757",0.0945713100581918
"758",0.431019428402333
"759",-0.0233633382181584
"760",0.315360683185082
"761",0.214418870712056
"762",0.539236502514958
"763",0.13471154099242
"764",0.427972388938286
"765",0.013442465814543
"766",0.321752846936158
"767",0.250634861070994
"768",0.538845620736313
"769",0.132404576827116
"770",0.413856451182359
"771",0.0123641540560803
"772",0.303199437149731
"773",0.248775112609086
"774",0.531361962893863
"775",0.249349051209011
"776",0.360381077928742
"777",0.0893514241202896
"778",0.225410326998064
"779",0.420187735317375
"780",0.488911829962302
"781",0.0825987005431183
"782",0.428969580313082
"783",-0.0353140400369905
"784",0.319701454475798
"785",0.204332105618148
"786",0.545946186994586
"787",0.078157402255716
"788",0.521824162098166
"789",-0.0407598293334545
"790",0.409160905570271
"791",0.20711907462605
"792",0.639931491924802
"793",0.165761908553988
"794",0.425208083994605
"795",0.0306181787715059
"796",0.311353979740495
"797",0.311631601922108
"798",0.543563513283591
"799",0.264376243666037
"800",0.308457677167031
"801",0.0953283637381483
"802",0.179467905397564
"803",0.435117081123849
"804",0.438894125576935
"805",0.105850136924765
"806",0.434459234775381
"807",-0.0175119100464377
"808",0.329011486650163
"809",0.216699328855297
"810",0.545548386120154
"811",0.167169122724648
"812",0.429391630349326
"813",0.0349553680670691
"814",0.3036165955479
"815",0.324465236947541
"816",0.548910505546816
"817",0.0711496079591579
"818",0.4439543696225
"819",-0.0466503167715441
"820",0.326830062007898
"821",0.194759746813462
"822",0.554641223305812
"823",0.128410036096234
"824",0.503537450066958
"825",0.017433220247512
"826",0.39166525804684
"827",0.235114926612851
"828",0.617974723870056
"829",0.176898335022104
"830",0.461756925603652
"831",0.0378421545231849
"832",0.329884035853434
"833",0.334925820932143
"834",0.575512048063533
"835",0.154373255978937
"836",0.468948033960204
"837",0.0375029815441779
"838",0.350073718292277
"839",0.286921734774598
"840",0.583200733294316
"841",0.0268391907324762
"842",0.528728134511352
"843",-0.0872865904080197
"844",0.409956273766648
"845",0.166828186807313
"846",0.640161400037665
"847",0.172042649491307
"848",0.440955889032561
"849",0.0374413136507513
"850",0.325645008061586
"851",0.321560242260675
"852",0.560680998512033
"853",0.12184593114649
"854",0.344546158748564
"855",0.00180110218405797
"856",0.23929541579596
"857",0.233717978625065
"858",0.454149368782385
"859",0.171183584851949
"860",0.338568840873485
"861",0.0416922544371643
"862",0.21910395455887
"863",0.322119940694735
"864",0.451413532933937
"865",0.143486567943708
"866",0.551056830860153
"867",0.0438165354672037
"868",0.445273121605612
"869",0.247044738647244
"870",0.654464401196154
"871",0.155173145529985
"872",0.39194955992898
"873",0.0112038936998596
"874",0.278508585023084
"875",0.287345907407069
"876",0.509371110459646
"877",0.209855628000002
"878",0.290808093497885
"879",0.0673269964734745
"880",0.172452554449687
"881",0.379461171137006
"882",0.419064156391146
"883",-0.00939212118923026
"884",0.485303267201772
"885",-0.122236103288655
"886",0.378266014625658
"887",0.0918539882082455
"888",0.590240447558776
"889",0.113783396007581
"890",0.474562877165311
"891",-0.0142743749277785
"892",0.368974861605541
"893",0.222841027872253
"894",0.589041650440988
"895",0.33125637157675
"896",0.281627784903943
"897",0.181459706736501
"898",0.162002920041609
"899",0.476117421211394
"900",0.404147139464095
"901",0.143730615063667
"902",0.394492218283372
"903",0.0316341900943144
"904",0.288086110866525
"905",0.267559048321734
"906",0.503312594505141
"907",0.210461247340331
"908",0.458253162309876
"909",0.0687814385130844
"910",0.328347686146448
"911",0.3924732381986
"912",0.583444549574858
"913",0.12280498991934
"914",0.46164696841477
"915",-0.00192417180518299
"916",0.352881442811446
"917",0.223268425668289
"918",0.571016956663247
"919",0.192699883454336
"920",0.343746764522642
"921",0.0542948450960707
"922",0.217158672825438
"923",0.361095393016276
"924",0.458335425074116
"925",0.169467328933051
"926",0.350966824356612
"927",0.0311481159308154
"928",0.2355716154947
"929",0.315114632534862
"930",0.465498941664063
"931",0.137747439189143
"932",0.372048699103725
"933",0.0170108082531789
"934",0.26431527647149
"935",0.248178552422738
"936",0.478930396001071
"937",0.199360739829966
"938",0.282715194348878
"939",0.0664784197477308
"940",0.16603313461292
"941",0.365096135416218
"942",0.405773613026628
"943",0.20607348256577
"944",0.337162637293001
"945",0.0626538336790296
"946",0.202975601945948
"947",0.381617456935636
"948",0.461930781965064
"949",0.175536369610001
"950",0.451509979292101
"951",0.0410585506103554
"952",0.336882554414734
"953",0.330135558157846
"954",0.563828898415401
"955",0.203245312545744
"956",0.334893245049724
"957",0.0660279776455896
"958",0.198066285389181
"959",0.388691044247484
"960",0.451246307158288
"961",0.158576557636143
"962",0.438659272499036
"963",0.0317399098447149
"964",0.32057688167102
"965",0.312928103442547
"966",0.557667124810506
"967",0.283763093610332
"968",0.291217764578469
"969",0.117729421321979
"970",0.166535163716921
"971",0.44504315253228
"972",0.420696949606833
"973",0.161682931880715
"974",0.304771486166733
"975",0.0416851472398819
"976",0.199237785413252
"977",0.289390168254512
"978",0.411648708111846
"979",0.259723024879297
"980",0.313439594371
"981",0.0925918004513602
"982",0.18512910714649
"983",0.425729131220319
"984",0.437453522479346
"985",0.0789515684498878
"986",0.486825950357572
"987",-0.0453716012570984
"988",0.375833915887499
"989",0.199117580964924
"990",0.602558525157121
"991",0.129972992254551
"992",0.46324789964932
"993",0.0115011122235833
"994",0.35139636322788
"995",0.237230260530647
"996",0.56834032909855
"997",0.158474042804056
"998",0.398277483396082
"999",0.0319560135008628
"1000",0.289379625143122
"1001",0.290135559818398
"1002",0.510421148916783
"1003",0.171274943326567
"1004",0.375241643691376
"1005",0.0466796470329947
"1006",0.261169479532586
"1007",0.320886203047078
"1008",0.487720872188771
"1009",0.186316127149057
"1010",0.388075133035531
"1011",0.0524665235968088
"1012",0.261424773256898
"1013",0.359541451338792
"1014",0.518237767565606
"1015",0.0902414182364321
"1016",0.503673059636127
"1017",-0.0256065969692541
"1018",0.389694696999484
"1019",0.207664940519879
"1020",0.612053181912607
"1021",0.155390980470046
"1022",0.401577144838896
"1023",0.0267723921799308
"1024",0.28528434796838
"1025",0.298138760780276
"1026",0.518853536491657
"1027",0.116162230356458
"1028",0.403543103298569
"1029",-0.00801513404937968
"1030",0.294919081954692
"1031",0.227880155882114
"1032",0.513830459476227
"1033",0.0371405866146352
"1034",0.53200933679663
"1035",-0.0755783904970874
"1036",0.414174895750612
"1037",0.169148648307518
"1038",0.640289531323732
"1039",0.156182501217029
"1040",0.41129049983558
"1041",0.0333982129593457
"1042",0.298032816275132
"1043",0.290893190082925
"1044",0.523833612022083
"1045",0.0988525332882267
"1046",0.562297595035781
"1047",-0.0236295657408778
"1048",0.45480174821288
"1049",0.21278686796762
"1050",0.674209952866519
"1051",0.206545214222364
"1052",0.3612208998381
"1053",0.06357299504561
"1054",0.231049613338898
"1055",0.386680207796635
"1056",0.487714002483271
"1057",0.255305706099364
"1058",0.323000048302444
"1059",0.0906445198681255
"1060",0.190512195374573
"1061",0.419873088721956
"1062",0.457869723655734
"1063",0.314876432171534
"1064",0.414883530169383
"1065",0.151458093433943
"1066",0.286697988642875
"1067",0.45903890020335
"1068",0.552935666469902
"1069",0.140990792269277
"1070",0.452512946894412
"1071",0.0195617584525814
"1072",0.342015777912049
"1073",0.264265354824071
"1074",0.559593925963513
"1075",0.0462064996062698
"1076",0.455861980661023
"1077",-0.0685370560199223
"1078",0.346879450135146
"1079",0.174702014851737
"1080",0.57286747342539
"1081",0.278083180638762
"1082",0.385445211116793
"1083",0.0962156787307784
"1084",0.255263660054693
"1085",0.43867624936196
"1086",0.533068929855734
"1087",0.17865038919785
"1088",0.38143464892575
"1089",0.051572565447057
"1090",0.265382882292359
"1091",0.349466181254573
"1092",0.503556608621857
"1093",0.154357147317268
"1094",0.430359901747957
"1095",0.0273447397647867
"1096",0.317472431566258
"1097",0.282954900847585
"1098",0.551171808077459
"1099",0.246893659266909
"1100",0.399656725723631
"1101",0.0777201188585198
"1102",0.26558691621393
"1103",0.422374235511416
"1104",0.54507303973145
"1105",0.162055461853117
"1106",0.4291656874832
"1107",0.0120914847630668
"1108",0.308880759840971
"1109",0.304157135110671
"1110",0.551885120450998
"1111",0.147309782477839
"1112",0.424922556073435
"1113",0.0135860035631034
"1114",0.307705888169101
"1115",0.268569366966022
"1116",0.533469044632244
"1117",0.191747149737756
"1118",0.40033591050013
"1119",0.0493330473238778
"1120",0.274340790211651
"1121",0.373328741123888
"1122",0.524389383144743
"1123",0.228716362448541
"1124",0.331297027495939
"1125",0.0760881319607813
"1126",0.207306340502031
"1127",0.403089218131168
"1128",0.455149339510543
"1129",0.282971694431765
"1130",0.420238753577778
"1131",0.116760343964941
"1132",0.287478521648393
"1133",0.454524406235759
"1134",0.563016851896204
"1135",0.202474740748483
"1136",0.483658094156612
"1137",0.0668672722836951
"1138",0.344804068955502
"1139",0.381951108676342
"1140",0.605632519102388
"1141",0.292935272090609
"1142",0.347295580216374
"1143",0.125249761036251
"1144",0.217949074714286
"1145",0.448501050122121
"1146",0.486333659356621
"1147",0.343909630255708
"1148",0.351557391063233
"1149",0.197067583525361
"1150",0.229027264532774
"1151",0.480235227352187
"1152",0.472996273168094
"1153",0.179962603569628
"1154",0.389158492233823
"1155",0.0385135100282848
"1156",0.270534927817574
"1157",0.331277231255764
"1158",0.505037994791517
"1159",0.265005337140702
"1160",0.346473459932602
"1161",0.0992108887814026
"1162",0.216664332039488
"1163",0.440927109513766
"1164",0.484948773517552
"1165",0.341195103277599
"1166",0.307959458079508
"1167",0.188727968004409
"1168",0.185672061416653
"1169",0.490255707722809
"1170",0.429720907751069
"1171",0.187689311715998
"1172",0.42887886807081
"1173",0.0475605595885549
"1174",0.296386005167841
"1175",0.360801006796235
"1176",0.555919193511626
"1177",0.197098854907507
"1178",0.376744753595229
"1179",0.0576368354193033
"1180",0.251232873498976
"1181",0.363918881098169
"1182",0.49820117195797
"1183",0.280127875483784
"1184",0.387421990732317
"1185",0.112769312426429
"1186",0.255033069320362
"1187",0.448847744974421
"1188",0.529215465610228
"1189",0.149317429105373
"1190",0.459584444555005
"1191",0.0178325996536739
"1192",0.341465330389998
"1193",0.276971235003988
"1194",0.574565993195313
"1195",0.294266639303362
"1196",0.375461887766221
"1197",0.122282332574122
"1198",0.247939996322819
"1199",0.450964245217755
"1200",0.513572343684663
"1201",0.20328045715734
"1202",0.452759157498182
"1203",0.0548203051883511
"1204",0.324962630389115
"1205",0.373871030065239
"1206",0.574846272411584
"1207",0.204655540864707
"1208",0.382272757457808
"1209",0.068114873768232
"1210",0.250502750124756
"1211",0.386153733696561
"1212",0.505837647910772
"1213",0.204717653255234
"1214",0.371709969978971
"1215",0.0644968650396496
