"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.967152071576879,0.967174478271826,0.967376138526348,0.967712238950551,0.968272406324223,0.970326395525907,0.971558789046918,0.972298225159524,0.972380384727592,45
