"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.961187591133175,0.961450756133171,0.963819241133134,0.967766716133074,0.968272406324223,0.97194122009625,0.973577003360478,0.974558473319014,0.974667525536629,48
