"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.95965329453438,0.95965329453438,0.960583784199068,0.961091702487653,0.968437988301945,0.972971211364246,0.974641013401963,0.974687705183662,0.974688804111553,57
