"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.971326376181982,0.971351517568343,0.971577790045586,0.971954910840993,0.972583445500003,0.973211980159014,0.97358910095442,0.973815373431663,0.973840514818024,25
