"","X0.","X1.","X10.","X25.","X50.","X75.","X90.","X99.","X100.","idx"
"1",0.953250180634775,0.953589256827256,0.956640942559584,0.961727085446797,0.970203990258819,0.972569891008226,0.97398943145787,0.974841155727656,0.974935791757632,39
