"","p.IP","p.PC","freq.mntr","enr.shape","out.mean","fut.mix.prob","eff.mix.prob","inf.mix.prob","cred.tail","max.ss","min.ss","reps"
"249",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"250",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"251",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"252",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"253",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"254",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"255",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"256",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"257",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"258",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"259",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"260",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"261",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"262",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"263",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"264",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"265",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"266",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"267",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"268",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"269",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"270",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"271",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"272",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"273",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"274",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"275",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"276",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"277",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
"278",0.51,0.39,2,1,4,0,1,0.5,0.05,322,322,130
