"","X1","idx"
"y1.IP.50",20,2
"y0.IP.50",13,2
"y1.PC.50",10,2
"y0.PC.50",9,2
"eff.prob.50",0.6737092819489,2
"fut.prob.50",0.494759977586214,2
"eff.mix.prob.50",0.95,2
"box.skpt.50",NA,2
"box.enth.50",NA,2
"box.ni.50",NA,2
"y1.IP.52",20,2
"y0.IP.52",13,2
"y1.PC.52",10,2
"y0.PC.52",9,2
"eff.prob.52",0.6737092819489,2
"fut.prob.52",0.494759977586214,2
"eff.mix.prob.52",0.95,2
"box.skpt.52",NA,2
"box.enth.52",NA,2
"box.ni.52",NA,2
"y1.IP.54",21,2
"y0.IP.54",13,2
"y1.PC.54",10,2
"y0.PC.54",10,2
"eff.prob.54",0.711681263498755,2
"fut.prob.54",0.454730118267318,2
"eff.mix.prob.54",0.95,2
"box.skpt.54",NA,2
"box.enth.54",NA,2
"box.ni.54",NA,2
"y1.IP.56",21,2
"y0.IP.56",14,2
"y1.PC.56",10,2
"y0.PC.56",11,2
"eff.prob.56",0.712901905091257,2
"fut.prob.56",0.457375334614647,2
"eff.mix.prob.56",0.95,2
"box.skpt.56",NA,2
"box.enth.56",NA,2
"box.ni.56",NA,2
"y1.IP.58",21,2
"y0.IP.58",14,2
"y1.PC.58",11,2
"y0.PC.58",12,2
"eff.prob.58",0.713977913854028,2
"fut.prob.58",0.46079344197324,2
"eff.mix.prob.58",0.95,2
"box.skpt.58",NA,2
"box.enth.58",NA,2
"box.ni.58",NA,2
"y1.IP.60",21,2
"y0.IP.60",15,2
"y1.PC.60",11,2
"y0.PC.60",13,2
"eff.prob.60",0.713974910342983,2
"fut.prob.60",0.465005971311497,2
"eff.mix.prob.60",0.95,2
"box.skpt.60",NA,2
"box.enth.60",NA,2
"box.ni.60",NA,2
"y1.IP.62",21,2
"y0.IP.62",15,2
"y1.PC.62",11,2
"y0.PC.62",15,2
"eff.prob.62",0.749878606638247,2
"fut.prob.62",0.425502162910808,2
"eff.mix.prob.62",0.95,2
"box.skpt.62",NA,2
