"","X1","idx"
"y1.IP.50",20,29
"y0.IP.50",13,29
"y1.PC.50",10,29
"y0.PC.50",9,29
"eff.prob.50",0.94123960743746,29
"fut.prob.50",0.494759977586214,29
"eff.mix.prob.50",0.186171795753475,29
"box.skpt.50",0.469889705956595,29
"box.enth.50",0.769936151271444,29
"box.ni.50",NA,29
"y1.IP.52",20,29
"y0.IP.52",13,29
"y1.PC.52",10,29
"y0.PC.52",9,29
"eff.prob.52",0.94123960743746,29
"fut.prob.52",0.494759977586214,29
"eff.mix.prob.52",0.186171795753475,29
"box.skpt.52",0.469889705956595,29
"box.enth.52",0.769936151271444,29
"box.ni.52",NA,29
"y1.IP.54",21,29
"y0.IP.54",13,29
"y1.PC.54",10,29
"y0.PC.54",10,29
"eff.prob.54",0.961264442596075,29
"fut.prob.54",0.454730118267318,29
"eff.mix.prob.54",0.155617047017991,29
"box.skpt.54",0.396181250587763,29
"box.enth.54",0.810166003656015,29
"box.ni.54",NA,29
"y1.IP.56",21,29
"y0.IP.56",14,29
"y1.PC.56",10,29
"y0.PC.56",11,29
"eff.prob.56",0.968166986611065,29
"fut.prob.56",0.457375334614647,29
"eff.mix.prob.56",0.119423987244958,29
"box.skpt.56",0.430205846606967,29
"box.enth.56",0.861791739870954,29
"box.ni.56",NA,29
"y1.IP.58",21,29
"y0.IP.58",14,29
"y1.PC.58",11,29
"y0.PC.58",12,29
"eff.prob.58",0.967401232866031,29
"fut.prob.58",0.46079344197324,29
"eff.mix.prob.58",0.123247094276122,29
"box.skpt.58",0.434758964441339,29
"box.enth.58",0.85607232051593,29
"box.ni.58",NA,29
"y1.IP.60",21,29
"y0.IP.60",15,29
"y1.PC.60",11,29
"y0.PC.60",13,29
"eff.prob.60",0.972579955155547,29
"fut.prob.60",0.465005971311497,29
"eff.mix.prob.60",0.0938873600524449,29
"box.skpt.60",0.469131300223958,29
"box.enth.60",0.902304213434672,29
"box.ni.60",NA,29
"y1.IP.62",21,29
"y0.IP.62",15,29
"y1.PC.62",11,29
"y0.PC.62",15,29
"eff.prob.62",0.980361574599997,29
"fut.prob.62",0.425502162910808,29
"eff.mix.prob.62",0.0872851190603636,29
"box.skpt.62",0.379153630691362,29
"box.enth.62",0.913639003143991,29
"box.ni.62",NA,29
"y1.IP.64",NA,29
